"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859773","0","149939","1009712"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464115","0","92843","556958"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1419941","0","206200","1626141"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1157235","0","179486","1336721"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1050054","0","150142","1200196"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","812415","0","126851","939266"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207224","0","34285","241509"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692361","0","112577","804938"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659925","0","111252","771177"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60872","0","24221","85093"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137572","0","65388","202960"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1352803","1139244","245467","2737514"
"Pfizer","National","eastern cape","12-17 Years","294381","116947","0","411328"
"Pfizer","National","free state","12-17 Years","170601","80046","0","250647"
"Pfizer","National","free state","Adults","681056","598978","141884","1421918"
"Pfizer","National","gauteng","12-17 Years","387568","170172","18","557758"
"Pfizer","National","gauteng","Adults","3934368","3411373","680262","8026003"
"Pfizer","National","kwazulu-natal","Adults","2000379","1665890","335392","4001661"
"Pfizer","National","kwazulu-natal","12-17 Years","294764","133785","9","428558"
"Pfizer","National","limpopo","Adults","1053159","884985","175335","2113479"
"Pfizer","National","limpopo","12-17 Years","290474","99688","2","390164"
"Pfizer","National","mpumalanga","12-17 Years","148436","53218","0","201654"
"Pfizer","National","mpumalanga","Adults","580870","478680","108054","1167604"
"Pfizer","National","northern cape","12-17 Years","36589","14933","0","51522"
"Pfizer","National","northern cape","Adults","228422","195226","36475","460123"
"Pfizer","National","north west","12-17 Years","151029","52660","4","203693"
"Pfizer","National","north west","Adults","627533","542596","112106","1282235"
"Pfizer","National","western cape","12-17 Years","132347","54246","3","186596"
"Pfizer","National","western cape","Adults","2129967","1871768","490268","4492003"
