"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","826295","0","85144","911439"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","448264","0","57755","506019"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1336199","0","143755","1479954"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1092355","0","112895","1205250"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1013280","0","87392","1100672"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","759466","0","72803","832269"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","198910","0","17777","216687"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","670180","0","76422","746602"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","635111","0","82436","717547"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60848","0","24220","85068"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137186","0","65356","202542"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94468","0","40020","134488"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21870","0","7150","29020"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94509","0","61526","156035"
"Pfizer","National","eastern cape","Adults","1299004","1079706","151207","2529917"
"Pfizer","National","eastern cape","12-17 Years","232417","51811","0","284228"
"Pfizer","National","free state","12-17 Years","156962","57304","0","214266"
"Pfizer","National","free state","Adults","651914","566896","93906","1312716"
"Pfizer","National","gauteng","12-17 Years","363363","131382","6","494751"
"Pfizer","National","gauteng","Adults","3806426","3269731","510608","7586765"
"Pfizer","National","kwazulu-natal","Adults","1899920","1563188","238918","3702026"
"Pfizer","National","kwazulu-natal","12-17 Years","232801","69041","4","301846"
"Pfizer","National","limpopo","Adults","1010515","843275","113347","1967137"
"Pfizer","National","limpopo","12-17 Years","226378","60699","0","287077"
"Pfizer","National","mpumalanga","12-17 Years","123389","29502","0","152891"
"Pfizer","National","mpumalanga","Adults","548288","447721","68382","1064391"
"Pfizer","National","northern cape","12-17 Years","24232","7438","0","31670"
"Pfizer","National","northern cape","Adults","217073","184990","23071","425134"
"Pfizer","National","north west","12-17 Years","141204","37918","0","179122"
"Pfizer","National","north west","Adults","603203","518071","79695","1200969"
"Pfizer","National","western cape","12-17 Years","129826","47587","1","177414"
"Pfizer","National","western cape","Adults","2084022","1820650","385026","4289698"
