"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10685","4699","15384"
"National","eastern cape","Private Health","Male","8871","3544","12415"
"National","eastern cape","Public Health","Female","118167","26232","144399"
"National","eastern cape","Public Health","Male","94694","17336","112030"
"National","free state","Private Health","Female","8817","3814","12631"
"National","free state","Private Health","Male","7189","2908","10097"
"National","free state","Public Health","Female","76318","29389","105707"
"National","free state","Public Health","Male","64638","21193","85831"
"National","gauteng","Private Health","Female","54098","27734","81832"
"National","gauteng","Private Health","Male","49008","23354","72362"
"National","gauteng","Public Health","Female","145469","46186","191655"
"National","gauteng","Public Health","Male","114788","34108","148896"
"National","kwazulu-natal","Private Health","Female","17497","9173","26670"
"National","kwazulu-natal","Private Health","Male","15736","7720","23456"
"National","kwazulu-natal","Public Health","Female","118896","32299","151195"
"National","kwazulu-natal","Public Health","Male","80672","19849","100521"
"National","limpopo","Private Health","Female","10580","4352","14932"
"National","limpopo","Private Health","Male","8312","3122","11434"
"National","limpopo","Public Health","Female","112787","30264","143051"
"National","limpopo","Public Health","Male","94699","22961","117660"
"National","mpumalanga","Private Health","Female","4038","1563","5601"
"National","mpumalanga","Private Health","Male","3511","1345","4856"
"National","mpumalanga","Public Health","Female","62927","15416","78343"
"National","mpumalanga","Public Health","Male","52913","11178","64091"
"National","northern cape","Private Health","Female","2141","974","3115"
"National","northern cape","Private Health","Male","1929","710","2639"
"National","northern cape","Public Health","Female","11206","3292","14498"
"National","northern cape","Public Health","Male","8956","2462","11418"
"National","north west","Private Health","Female","5217","2224","7441"
"National","north west","Private Health","Male","4696","1876","6572"
"National","north west","Public Health","Female","71798","19659","91457"
"National","north west","Public Health","Male","59493","14159","73652"
"National","western cape","Private Health","Female","23609","11443","35052"
"National","western cape","Private Health","Male","21029","9680","30709"
"National","western cape","Public Health","Female","46638","14586","61224"
"National","western cape","Public Health","Male","38550","11878","50428"
