"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10302","5114","15416"
"National","eastern cape","Private Health","Male","8718","3970","12688"
"National","eastern cape","Public Health","Female","148169","58184","206353"
"National","eastern cape","Public Health","Male","122280","42059","164339"
"National","free state","Private Health","Female","9146","4599","13745"
"National","free state","Private Health","Male","7544","3551","11095"
"National","free state","Public Health","Female","83536","40874","124410"
"National","free state","Public Health","Male","71475","30734","102209"
"National","gauteng","Private Health","Female","53028","30259","83287"
"National","gauteng","Private Health","Male","48725","25969","74694"
"National","gauteng","Public Health","Female","161567","65870","227437"
"National","gauteng","Public Health","Male","127808","48467","176275"
"National","kwazulu-natal","Private Health","Female","16828","9572","26400"
"National","kwazulu-natal","Private Health","Male","15291","8212","23503"
"National","kwazulu-natal","Public Health","Female","157773","71461","229234"
"National","kwazulu-natal","Public Health","Male","107524","43263","150787"
"National","limpopo","Private Health","Female","11807","5282","17089"
"National","limpopo","Private Health","Male","9187","3678","12865"
"National","limpopo","Public Health","Female","144486","50398","194884"
"National","limpopo","Public Health","Male","124711","37603","162314"
"National","mpumalanga","Private Health","Female","3931","1707","5638"
"National","mpumalanga","Private Health","Male","3434","1521","4955"
"National","mpumalanga","Public Health","Female","77174","27851","105025"
"National","mpumalanga","Public Health","Male","63576","19219","82795"
"National","northern cape","Private Health","Female","2120","1046","3166"
"National","northern cape","Private Health","Male","1940","816","2756"
"National","northern cape","Public Health","Female","18143","7192","25335"
"National","northern cape","Public Health","Male","14249","5251","19500"
"National","north west","Private Health","Female","5157","2410","7567"
"National","north west","Private Health","Male","4666","2031","6697"
"National","north west","Public Health","Female","78104","27982","106086"
"National","north west","Public Health","Male","64755","20380","85135"
"National","western cape","Private Health","Female","23180","12666","35846"
"National","western cape","Private Health","Male","20980","10960","31940"
"National","western cape","Public Health","Female","48147","16461","64608"
"National","western cape","Public Health","Male","40296","13529","53825"
