"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","145","0","308","453"
"Janssen Vaccines & Prevention B.V","free state","Adults","88","0","273","361"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","447","0","288","735"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","295","0","333","628"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","152","0","261","413"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","352","0","414","766"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","87","0","129","216"
"Janssen Vaccines & Prevention B.V","north west","Adults","121","0","158","279"
"Janssen Vaccines & Prevention B.V","western cape","Adults","145","0","127","272"
"Pfizer","eastern cape","12-17 Years","117","87","0","204"
"Pfizer","eastern cape","Adults","299","451","770","1520"
"Pfizer","free state","12-17 Years","29","63","0","92"
"Pfizer","free state","Adults","117","169","291","577"
"Pfizer","gauteng","12-17 Years","108","170","0","278"
"Pfizer","gauteng","Adults","558","735","865","2158"
"Pfizer","kwazulu-natal","12-17 Years","138","126","0","264"
"Pfizer","kwazulu-natal","Adults","463","533","479","1475"
"Pfizer","limpopo","12-17 Years","108","116","0","224"
"Pfizer","limpopo","Adults","175","220","332","727"
"Pfizer","mpumalanga","12-17 Years","68","50","0","118"
"Pfizer","mpumalanga","Adults","157","258","350","765"
"Pfizer","northern cape","12-17 Years","29","56","0","85"
"Pfizer","northern cape","Adults","108","109","136","353"
"Pfizer","north west","12-17 Years","22","28","0","50"
"Pfizer","north west","Adults","101","166","190","457"
"Pfizer","western cape","12-17 Years","35","56","0","91"
"Pfizer","western cape","Adults","207","272","491","970"
