"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","123","0","244","367"
"Janssen Vaccines & Prevention B.V","free state","Adults","14","0","65","79"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","404","0","316","720"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","113","0","134","247"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","51","0","78","129"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","68","0","62","130"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","9","0","3","12"
"Janssen Vaccines & Prevention B.V","north west","Adults","186","0","310","496"
"Janssen Vaccines & Prevention B.V","western cape","Adults","66","0","49","115"
"Pfizer","eastern cape","12-17 Years","145","36","0","181"
"Pfizer","eastern cape","Adults","32","116","181","329"
"Pfizer","free state","12-17 Years","10","25","0","35"
"Pfizer","free state","Adults","16","36","145","197"
"Pfizer","gauteng","12-17 Years","171","192","0","363"
"Pfizer","gauteng","Adults","504","617","1052","2173"
"Pfizer","kwazulu-natal","12-17 Years","147","132","0","279"
"Pfizer","kwazulu-natal","Adults","193","294","355","842"
"Pfizer","limpopo","12-17 Years","179","57","0","236"
"Pfizer","limpopo","Adults","75","72","100","247"
"Pfizer","mpumalanga","12-17 Years","18","24","0","42"
"Pfizer","mpumalanga","Adults","50","58","96","204"
"Pfizer","northern cape","12-17 Years","1","5","0","6"
"Pfizer","northern cape","Adults","5","6","11","22"
"Pfizer","north west","12-17 Years","85","28","0","113"
"Pfizer","north west","Adults","73","128","139","340"
"Pfizer","western cape","12-17 Years","34","72","0","106"
"Pfizer","western cape","Adults","102","123","386","611"
