"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","107","0","100","207"
"Janssen Vaccines & Prevention B.V","free state","Adults","36","0","84","120"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","248","0","162","410"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","101","0","113","214"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","113","0","230","343"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","109","0","220","329"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16","0","14","30"
"Janssen Vaccines & Prevention B.V","north west","Adults","45","0","59","104"
"Janssen Vaccines & Prevention B.V","western cape","Adults","116","0","92","208"
"Pfizer","eastern cape","12-17 Years","333","335","0","668"
"Pfizer","eastern cape","Adults","195","248","302","745"
"Pfizer","free state","12-17 Years","106","55","0","161"
"Pfizer","free state","Adults","61","96","100","257"
"Pfizer","gauteng","12-17 Years","121","186","0","307"
"Pfizer","gauteng","Adults","327","378","351","1056"
"Pfizer","kwazulu-natal","12-17 Years","100","274","0","374"
"Pfizer","kwazulu-natal","Adults","210","262","188","660"
"Pfizer","limpopo","12-17 Years","190","176","0","366"
"Pfizer","limpopo","Adults","82","144","142","368"
"Pfizer","mpumalanga","12-17 Years","95","122","0","217"
"Pfizer","mpumalanga","Adults","96","122","68","286"
"Pfizer","northern cape","12-17 Years","67","40","0","107"
"Pfizer","northern cape","Adults","11","15","13","39"
"Pfizer","north west","12-17 Years","6","23","0","29"
"Pfizer","north west","Adults","32","43","29","104"
"Pfizer","western cape","12-17 Years","268","62","0","330"
"Pfizer","western cape","Adults","128","139","250","517"
