"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","107"
"Janssen Vaccines & Prevention B.V","free state","Adults","36"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","248"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","101"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","113"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","109"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","45"
"Janssen Vaccines & Prevention B.V","western cape","Adults","116"
"Pfizer","eastern cape","12-17 Years","335"
"Pfizer","eastern cape","Adults","248"
"Pfizer","free state","12-17 Years","55"
"Pfizer","free state","Adults","96"
"Pfizer","gauteng","12-17 Years","186"
"Pfizer","gauteng","Adults","378"
"Pfizer","kwazulu-natal","12-17 Years","274"
"Pfizer","kwazulu-natal","Adults","262"
"Pfizer","limpopo","12-17 Years","176"
"Pfizer","limpopo","Adults","144"
"Pfizer","mpumalanga","12-17 Years","122"
"Pfizer","mpumalanga","Adults","122"
"Pfizer","northern cape","12-17 Years","40"
"Pfizer","northern cape","Adults","15"
"Pfizer","north west","12-17 Years","23"
"Pfizer","north west","Adults","43"
"Pfizer","western cape","12-17 Years","62"
"Pfizer","western cape","Adults","139"
