"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14468","5579","20047"
"National","eastern cape","Amathole DM","Public Health","Male","12430","4572","17002"
"National","eastern cape","A Nzo DM","Public Health","Female","32748","17595","50343"
"National","eastern cape","A Nzo DM","Public Health","Male","29095","13757","42852"
"National","eastern cape","Buffalo City MM","Private Health","Female","2781","1137","3918"
"National","eastern cape","Buffalo City MM","Private Health","Male","2271","877","3148"
"National","eastern cape","Buffalo City MM","Public Health","Female","16426","9519","25945"
"National","eastern cape","Buffalo City MM","Public Health","Male","13046","6721","19767"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13670","3590","17260"
"National","eastern cape","C Hani DM","Public Health","Male","11021","2622","13643"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","647","360","1007"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","485","215","700"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7782","2704","10486"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6941","2181","9122"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4004","2017","6021"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3632","1694","5326"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15731","6470","22201"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12249","4596","16845"
"National","eastern cape","O Tambo DM","Private Health","Female","302","117","419"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43551","17067","60618"
"National","eastern cape","O Tambo DM","Public Health","Male","36725","12835","49560"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1546","1065","2611"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1342","806","2148"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9548","5352","14900"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8026","3997","12023"
"National","free state","Fezile Dabi DM","Private Health","Female","470","339","809"
"National","free state","Fezile Dabi DM","Private Health","Male","444","280","724"
"National","free state","Fezile Dabi DM","Public Health","Female","13068","5003","18071"
"National","free state","Fezile Dabi DM","Public Health","Male","10724","3632","14356"
"National","free state","Lejweleputswa DM","Private Health","Female","3699","1422","5121"
"National","free state","Lejweleputswa DM","Private Health","Male","2961","1077","4038"
"National","free state","Lejweleputswa DM","Public Health","Female","13927","5253","19180"
"National","free state","Lejweleputswa DM","Public Health","Male","11951","3714","15665"
"National","free state","Mangaung MM","Private Health","Female","2938","2000","4938"
"National","free state","Mangaung MM","Private Health","Male","2422","1529","3951"
"National","free state","Mangaung MM","Public Health","Female","23198","13784","36982"
"National","free state","Mangaung MM","Public Health","Male","20744","11146","31890"
"National","free state","T Mofutsanyana DM","Private Health","Female","1816","1110","2926"
"National","free state","T Mofutsanyana DM","Private Health","Male","1561","903","2464"
