"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","152","37","189"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","14021","4949","18970"
"National","eastern cape","Amathole DM","Public Health","Male","11934","4099","16033"
"National","eastern cape","A Nzo DM","Public Health","Female","30950","15417","46367"
"National","eastern cape","A Nzo DM","Public Health","Male","27029","11730","38759"
"National","eastern cape","Buffalo City MM","Private Health","Female","2864","1181","4045"
"National","eastern cape","Buffalo City MM","Private Health","Male","2329","898","3227"
"National","eastern cape","Buffalo City MM","Public Health","Female","16234","9281","25515"
"National","eastern cape","Buffalo City MM","Public Health","Male","12619","6375","18994"
"National","eastern cape","C Hani DM","Private Health","Female","223","106","329"
"National","eastern cape","C Hani DM","Private Health","Male","159","78","237"
"National","eastern cape","C Hani DM","Public Health","Female","13919","3617","17536"
"National","eastern cape","C Hani DM","Public Health","Male","11190","2640","13830"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","659","365","1024"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","501","218","719"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7843","2718","10561"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7034","2183","9217"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4096","2055","6151"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3706","1719","5425"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15605","6376","21981"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12165","4488","16653"
"National","eastern cape","O Tambo DM","Private Health","Female","314","122","436"
"National","eastern cape","O Tambo DM","Private Health","Male","252","112","364"
"National","eastern cape","O Tambo DM","Public Health","Female","43708","16856","60564"
"National","eastern cape","O Tambo DM","Public Health","Male","36545","12541","49086"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1582","1084","2666"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1373","822","2195"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9618","5369","14987"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8080","3992","12072"
"National","free state","Fezile Dabi DM","Private Health","Female","471","342","813"
"National","free state","Fezile Dabi DM","Private Health","Male","448","285","733"
"National","free state","Fezile Dabi DM","Public Health","Female","13247","5017","18264"
"National","free state","Fezile Dabi DM","Public Health","Male","10799","3638","14437"
"National","free state","Lejweleputswa DM","Private Health","Female","3800","1459","5259"
"National","free state","Lejweleputswa DM","Private Health","Male","3033","1100","4133"
"National","free state","Lejweleputswa DM","Public Health","Female","14101","5265","19366"
"National","free state","Lejweleputswa DM","Public Health","Male","12088","3703","15791"
"National","free state","Mangaung MM","Private Health","Female","2952","1835","4787"
"National","free state","Mangaung MM","Private Health","Male","2429","1390","3819"
"National","free state","Mangaung MM","Public Health","Female","23514","13875","37389"
"National","free state","Mangaung MM","Public Health","Male","21004","11192","32196"
"National","free state","T Mofutsanyana DM","Private Health","Female","1860","1133","2993"
"National","free state","T Mofutsanyana DM","Private Health","Male","1590","920","2510"
"National","free state","T Mofutsanyana DM","Public Health","Female","26888","15439","42327"
"National","free state","T Mofutsanyana DM","Public Health","Male","23084","11600","34684"
"National","free state","Xhariep DM","Public Health","Female","4272","1187","5459"
"National","free state","Xhariep DM","Public Health","Male","3500","797","4297"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10838","6611","17449"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10002","5633","15635"
