"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","915791"
"Janssen Vaccines & Prevention B.V","free state","Adults","486448"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1540538"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1239392"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1077513"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","825098"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215349"
"Janssen Vaccines & Prevention B.V","north west","Adults","712624"
"Janssen Vaccines & Prevention B.V","western cape","Adults","749392"
"Pfizer","eastern cape","12-17 Years","96456"
"Pfizer","eastern cape","Adults","1123390"
"Pfizer","free state","12-17 Years","77822"
"Pfizer","free state","Adults","590824"
"Pfizer","gauteng","12-17 Years","170275"
"Pfizer","gauteng","Adults","3381667"
"Pfizer","kwazulu-natal","12-17 Years","122417"
"Pfizer","kwazulu-natal","Adults","1643704"
"Pfizer","limpopo","12-17 Years","92321"
"Pfizer","limpopo","Adults","875206"
"Pfizer","mpumalanga","12-17 Years","46792"
"Pfizer","mpumalanga","Adults","471364"
"Pfizer","northern cape","12-17 Years","12183"
"Pfizer","northern cape","Adults","193381"
"Pfizer","north west","12-17 Years","52705"
"Pfizer","north west","Adults","538380"
"Pfizer","western cape","12-17 Years","52686"
"Pfizer","western cape","Adults","1860207"
