"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","32","0","29","61"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","10","0","6","16"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4","0","5","9"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","17","0","1","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","9","0","22","31"
"Janssen Vaccines & Prevention B.V","western cape","Adults","2","0","2","4"
"Pfizer","eastern cape","12-17 Years","6","1","0","7"
"Pfizer","eastern cape","Adults","24","14","16","54"
"Pfizer","free state","Adults","0","1","0","1"
"Pfizer","gauteng","12-17 Years","4","6","0","10"
"Pfizer","gauteng","Adults","21","24","22","67"
"Pfizer","kwazulu-natal","Adults","4","4","8","16"
"Pfizer","limpopo","12-17 Years","0","1","0","1"
"Pfizer","limpopo","Adults","7","15","3","25"
"Pfizer","mpumalanga","Adults","2","8","0","10"
"Pfizer","north west","12-17 Years","1","0","0","1"
"Pfizer","north west","Adults","3","11","13","27"
"Pfizer","western cape","12-17 Years","1","0","0","1"
"Pfizer","western cape","Adults","1","2","5","8"
