"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","458","0","919","1377"
"Janssen Vaccines & Prevention B.V","free state","Adults","214","0","536","750"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1029","0","679","1708"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","604","0","747","1351"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","569","0","1005","1574"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","868","0","846","1714"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","144","0","245","389"
"Janssen Vaccines & Prevention B.V","north west","Adults","273","0","541","814"
"Janssen Vaccines & Prevention B.V","western cape","Adults","354","0","490","844"
"Pfizer","eastern cape","12-17 Years","883","1280","0","2163"
"Pfizer","eastern cape","Adults","376","671","1251","2298"
"Pfizer","free state","12-17 Years","515","528","0","1043"
"Pfizer","free state","Adults","217","359","553","1129"
"Pfizer","gauteng","12-17 Years","758","644","0","1402"
"Pfizer","gauteng","Adults","1252","1459","1812","4523"
"Pfizer","kwazulu-natal","12-17 Years","1102","506","0","1608"
"Pfizer","kwazulu-natal","Adults","770","990","1092","2852"
"Pfizer","limpopo","12-17 Years","1949","846","0","2795"
"Pfizer","limpopo","Adults","407","549","1195","2151"
"Pfizer","mpumalanga","12-17 Years","1129","491","0","1620"
"Pfizer","mpumalanga","Adults","301","346","468","1115"
"Pfizer","northern cape","12-17 Years","147","73","0","220"
"Pfizer","northern cape","Adults","97","110","186","393"
"Pfizer","north west","12-17 Years","179","218","0","397"
"Pfizer","north west","Adults","122","228","311","661"
"Pfizer","western cape","12-17 Years","54","70","0","124"
"Pfizer","western cape","Adults","350","462","1139","1951"
