"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","47","0","99","146"
"Janssen Vaccines & Prevention B.V","free state","Adults","27","0","94","121"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","245","0","123","368"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","110","0","95","205"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","120","0","156","276"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","96","0","96","192"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","37","0","21","58"
"Janssen Vaccines & Prevention B.V","north west","Adults","75","0","77","152"
"Janssen Vaccines & Prevention B.V","western cape","Adults","78","0","65","143"
"Pfizer","eastern cape","12-17 Years","111","101","0","212"
"Pfizer","eastern cape","Adults","41","67","91","199"
"Pfizer","free state","12-17 Years","30","57","0","87"
"Pfizer","free state","Adults","68","76","141","285"
"Pfizer","gauteng","12-17 Years","67","48","0","115"
"Pfizer","gauteng","Adults","245","246","244","735"
"Pfizer","kwazulu-natal","12-17 Years","64","117","0","181"
"Pfizer","kwazulu-natal","Adults","115","130","121","366"
"Pfizer","limpopo","12-17 Years","131","88","0","219"
"Pfizer","limpopo","Adults","78","97","85","260"
"Pfizer","mpumalanga","12-17 Years","61","233","0","294"
"Pfizer","mpumalanga","Adults","52","36","16","104"
"Pfizer","northern cape","12-17 Years","40","6","0","46"
"Pfizer","northern cape","Adults","32","15","24","71"
"Pfizer","north west","12-17 Years","29","8","0","37"
"Pfizer","north west","Adults","41","52","52","145"
"Pfizer","western cape","12-17 Years","75","137","0","212"
"Pfizer","western cape","Adults","92","81","128","301"
