"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","376","0","861","1237"
"Janssen Vaccines & Prevention B.V","free state","Adults","208","0","462","670"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","993","0","653","1646"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","644","0","673","1317"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","527","0","996","1523"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","729","0","758","1487"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","77","0","228","305"
"Janssen Vaccines & Prevention B.V","north west","Adults","292","0","385","677"
"Janssen Vaccines & Prevention B.V","western cape","Adults","365","0","526","891"
"Pfizer","eastern cape","12-17 Years","1245","1060","0","2305"
"Pfizer","eastern cape","Adults","354","677","1336","2367"
"Pfizer","free state","12-17 Years","499","348","0","847"
"Pfizer","free state","Adults","234","333","515","1082"
"Pfizer","gauteng","12-17 Years","844","852","0","1696"
"Pfizer","gauteng","Adults","1258","1555","1922","4735"
"Pfizer","kwazulu-natal","12-17 Years","1048","763","0","1811"
"Pfizer","kwazulu-natal","Adults","773","1045","1093","2911"
"Pfizer","limpopo","12-17 Years","1696","793","0","2489"
"Pfizer","limpopo","Adults","423","551","816","1790"
"Pfizer","mpumalanga","12-17 Years","746","601","0","1347"
"Pfizer","mpumalanga","Adults","265","288","521","1074"
"Pfizer","northern cape","12-17 Years","225","77","0","302"
"Pfizer","northern cape","Adults","83","91","189","363"
"Pfizer","north west","12-17 Years","331","331","0","662"
"Pfizer","north west","Adults","166","197","307","670"
"Pfizer","western cape","12-17 Years","123","72","0","195"
"Pfizer","western cape","Adults","446","488","1252","2186"
