"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","334","0","678","1012"
"Janssen Vaccines & Prevention B.V","free state","Adults","145","0","352","497"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","641","0","371","1012"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","364","0","356","720"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","157","0","411","568"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","401","0","544","945"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","83","0","233","316"
"Janssen Vaccines & Prevention B.V","north west","Adults","176","0","202","378"
"Janssen Vaccines & Prevention B.V","western cape","Adults","171","0","220","391"
"Pfizer","eastern cape","12-17 Years","134","125","0","259"
"Pfizer","eastern cape","Adults","381","516","1158","2055"
"Pfizer","free state","12-17 Years","43","115","0","158"
"Pfizer","free state","Adults","184","301","453","938"
"Pfizer","gauteng","12-17 Years","163","247","0","410"
"Pfizer","gauteng","Adults","808","1056","1063","2927"
"Pfizer","kwazulu-natal","12-17 Years","125","195","0","320"
"Pfizer","kwazulu-natal","Adults","506","723","695","1924"
"Pfizer","limpopo","12-17 Years","109","129","0","238"
"Pfizer","limpopo","Adults","158","274","479","911"
"Pfizer","mpumalanga","12-17 Years","66","58","0","124"
"Pfizer","mpumalanga","Adults","153","248","382","783"
"Pfizer","northern cape","12-17 Years","38","35","0","73"
"Pfizer","northern cape","Adults","135","149","167","451"
"Pfizer","north west","12-17 Years","83","49","0","132"
"Pfizer","north west","Adults","147","162","214","523"
"Pfizer","western cape","12-17 Years","50","73","0","123"
"Pfizer","western cape","Adults","193","319","631","1143"
