"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","3"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","6"
"Janssen Vaccines & Prevention B.V","north west","Adults","4"
"Pfizer","eastern cape","12-17 Years","8"
"Pfizer","gauteng","12-17 Years","3"
"Pfizer","gauteng","Adults","1"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","3"
"Pfizer","limpopo","Adults","0"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","18"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","36"
"Pfizer","western cape","Adults","0"
