"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1","0","1","2"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","3","0","5","8"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0","0","1","1"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","6","0","39","45"
"Janssen Vaccines & Prevention B.V","north west","Adults","4","0","29","33"
"Pfizer","eastern cape","12-17 Years","15","8","0","23"
"Pfizer","gauteng","12-17 Years","0","3","0","3"
"Pfizer","gauteng","Adults","6","1","3","10"
"Pfizer","kwazulu-natal","12-17 Years","1","0","0","1"
"Pfizer","kwazulu-natal","Adults","0","3","2","5"
"Pfizer","limpopo","Adults","3","0","0","3"
"Pfizer","mpumalanga","12-17 Years","2","2","0","4"
"Pfizer","mpumalanga","Adults","0","18","10","28"
"Pfizer","north west","12-17 Years","1","3","0","4"
"Pfizer","north west","Adults","6","36","32","74"
"Pfizer","western cape","Adults","0","0","1","1"
