"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","72"
"Janssen Vaccines & Prevention B.V","free state","Adults","36"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","272"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","154"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","118"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","147"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","17"
"Janssen Vaccines & Prevention B.V","north west","Adults","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","88"
"Pfizer","eastern cape","12-17 Years","25"
"Pfizer","eastern cape","Adults","111"
"Pfizer","free state","12-17 Years","40"
"Pfizer","free state","Adults","131"
"Pfizer","gauteng","12-17 Years","66"
"Pfizer","gauteng","Adults","359"
"Pfizer","kwazulu-natal","12-17 Years","138"
"Pfizer","kwazulu-natal","Adults","251"
"Pfizer","limpopo","12-17 Years","144"
"Pfizer","limpopo","Adults","123"
"Pfizer","mpumalanga","12-17 Years","89"
"Pfizer","mpumalanga","Adults","90"
"Pfizer","northern cape","12-17 Years","58"
"Pfizer","northern cape","Adults","15"
"Pfizer","north west","12-17 Years","2"
"Pfizer","north west","Adults","40"
"Pfizer","western cape","12-17 Years","54"
"Pfizer","western cape","Adults","139"
