"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","72","0","85","157"
"Janssen Vaccines & Prevention B.V","free state","Adults","36","0","116","152"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","272","0","151","423"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","154","0","175","329"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","118","0","241","359"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","147","0","183","330"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","17","0","15","32"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","48","105"
"Janssen Vaccines & Prevention B.V","western cape","Adults","88","0","76","164"
"Pfizer","eastern cape","12-17 Years","61","25","0","86"
"Pfizer","eastern cape","Adults","100","111","153","364"
"Pfizer","free state","12-17 Years","60","40","0","100"
"Pfizer","free state","Adults","66","131","172","369"
"Pfizer","gauteng","12-17 Years","40","66","0","106"
"Pfizer","gauteng","Adults","316","359","370","1045"
"Pfizer","kwazulu-natal","12-17 Years","61","138","0","199"
"Pfizer","kwazulu-natal","Adults","167","251","223","641"
"Pfizer","limpopo","12-17 Years","181","144","0","325"
"Pfizer","limpopo","Adults","103","123","113","339"
"Pfizer","mpumalanga","12-17 Years","25","89","0","114"
"Pfizer","mpumalanga","Adults","67","90","71","228"
"Pfizer","northern cape","12-17 Years","23","58","0","81"
"Pfizer","northern cape","Adults","19","15","15","49"
"Pfizer","north west","12-17 Years","4","2","0","6"
"Pfizer","north west","Adults","37","40","41","118"
"Pfizer","western cape","12-17 Years","113","54","0","167"
"Pfizer","western cape","Adults","108","139","167","414"
