"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","164","0","466","630"
"Janssen Vaccines & Prevention B.V","free state","Adults","89","0","252","341"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","298","0","275","573"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","475","0","340","815"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","169","0","251","420"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","412","0","477","889"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","73","0","212","285"
"Janssen Vaccines & Prevention B.V","north west","Adults","98","0","147","245"
"Janssen Vaccines & Prevention B.V","western cape","Adults","108","0","198","306"
"Pfizer","eastern cape","12-17 Years","451","541","0","992"
"Pfizer","eastern cape","Adults","253","421","659","1333"
"Pfizer","free state","12-17 Years","35","67","0","102"
"Pfizer","free state","Adults","109","216","345","670"
"Pfizer","gauteng","12-17 Years","37","78","0","115"
"Pfizer","gauteng","Adults","401","519","641","1561"
"Pfizer","kwazulu-natal","12-17 Years","99","426","0","525"
"Pfizer","kwazulu-natal","Adults","401","481","500","1382"
"Pfizer","limpopo","12-17 Years","224","191","0","415"
"Pfizer","limpopo","Adults","145","178","236","559"
"Pfizer","mpumalanga","12-17 Years","95","184","0","279"
"Pfizer","mpumalanga","Adults","243","256","301","800"
"Pfizer","northern cape","12-17 Years","141","254","0","395"
"Pfizer","northern cape","Adults","159","130","166","455"
"Pfizer","north west","12-17 Years","123","77","0","200"
"Pfizer","north west","Adults","85","100","112","297"
"Pfizer","western cape","12-17 Years","90","103","0","193"
"Pfizer","western cape","Adults","206","204","497","907"
