"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","839499","0","111139","950638"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","454627","0","70454","525081"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1364999","0","169016","1534015"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1114176","0","139344","1253520"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1027224","0","113680","1140904"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","775747","0","89081","864828"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","201464","0","22763","224227"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","679572","0","92158","771730"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","643414","0","93789","737203"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60856","0","24220","85076"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137322","0","65377","202699"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94477","0","40018","134495"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21890","0","7150","29040"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23464","0","8964","32428"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94519","0","61528","156047"
"Pfizer","National","eastern cape","Adults","1312510","1096596","184173","2593279"
"Pfizer","National","eastern cape","12-17 Years","265800","76135","0","341935"
"Pfizer","National","free state","12-17 Years","167267","69520","0","236787"
"Pfizer","National","free state","Adults","660093","576237","112511","1348841"
"Pfizer","National","gauteng","12-17 Years","382265","155286","7","537558"
"Pfizer","National","gauteng","Adults","3847397","3319272","591052","7757721"
"Pfizer","National","kwazulu-natal","Adults","1929515","1595289","278484","3803288"
"Pfizer","National","kwazulu-natal","12-17 Years","264677","96843","4","361524"
"Pfizer","National","limpopo","Adults","1021581","856854","142242","2020677"
"Pfizer","National","limpopo","12-17 Years","252153","75040","0","327193"
"Pfizer","National","mpumalanga","12-17 Years","136660","37440","0","174100"
"Pfizer","National","mpumalanga","Adults","556415","455854","81807","1094076"
"Pfizer","National","northern cape","12-17 Years","30015","8901","0","38916"
"Pfizer","National","northern cape","Adults","219971","187633","27511","435115"
"Pfizer","National","north west","12-17 Years","149781","46465","0","196246"
"Pfizer","National","north west","Adults","610374","527066","95055","1232495"
"Pfizer","National","western cape","12-17 Years","130638","49813","1","180452"
"Pfizer","National","western cape","Adults","2097823","1837435","434977","4370235"
