"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","900355"
"Janssen Vaccines & Prevention B.V","free state","Adults","479017"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1502321"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1208654"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1061405"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","797637"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","210928"
"Janssen Vaccines & Prevention B.V","north west","Adults","703036"
"Janssen Vaccines & Prevention B.V","western cape","Adults","737933"
"Pfizer","eastern cape","12-17 Years","76135"
"Pfizer","eastern cape","Adults","1096598"
"Pfizer","free state","12-17 Years","69520"
"Pfizer","free state","Adults","576237"
"Pfizer","gauteng","12-17 Years","155286"
"Pfizer","gauteng","Adults","3319284"
"Pfizer","kwazulu-natal","12-17 Years","96843"
"Pfizer","kwazulu-natal","Adults","1595293"
"Pfizer","limpopo","12-17 Years","75040"
"Pfizer","limpopo","Adults","856854"
"Pfizer","mpumalanga","12-17 Years","37440"
"Pfizer","mpumalanga","Adults","455854"
"Pfizer","northern cape","12-17 Years","8901"
"Pfizer","northern cape","Adults","187633"
"Pfizer","north west","12-17 Years","46465"
"Pfizer","north west","Adults","527067"
"Pfizer","western cape","12-17 Years","49813"
"Pfizer","western cape","Adults","1837439"
