"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10688","4976","15664"
"National","eastern cape","Private Health","Male","8920","3801","12721"
"National","eastern cape","Public Health","Female","136016","40183","176199"
"National","eastern cape","Public Health","Male","110176","27175","137351"
"National","free state","Private Health","Female","9075","4208","13283"
"National","free state","Private Health","Male","7438","3219","10657"
"National","free state","Public Health","Female","81491","35795","117286"
"National","free state","Public Health","Male","69263","26298","95561"
"National","gauteng","Private Health","Female","54235","29202","83437"
"National","gauteng","Private Health","Male","49399","24799","74198"
"National","gauteng","Public Health","Female","155811","58578","214389"
"National","gauteng","Public Health","Male","122820","42707","165527"
"National","kwazulu-natal","Private Health","Female","17495","9527","27022"
"National","kwazulu-natal","Private Health","Male","15751","8034","23785"
"National","kwazulu-natal","Public Health","Female","138114","49721","187835"
"National","kwazulu-natal","Public Health","Male","93317","29561","122878"
"National","limpopo","Private Health","Female","11246","4654","15900"
"National","limpopo","Private Health","Male","8786","3325","12111"
"National","limpopo","Public Health","Female","125885","38544","164429"
"National","limpopo","Public Health","Male","106236","28517","134753"
"National","mpumalanga","Private Health","Female","4028","1649","5677"
"National","mpumalanga","Private Health","Male","3518","1422","4940"
"National","mpumalanga","Public Health","Female","70454","20054","90508"
"National","mpumalanga","Public Health","Male","58660","14315","72975"
"National","northern cape","Private Health","Female","2150","1013","3163"
"National","northern cape","Private Health","Male","1950","749","2699"
"National","northern cape","Public Health","Female","14487","4107","18594"
"National","northern cape","Public Health","Male","11428","3032","14460"
"National","north west","Private Health","Female","5302","2372","7674"
"National","north west","Private Health","Male","4770","1980","6750"
"National","north west","Public Health","Female","76634","24591","101225"
"National","north west","Public Health","Male","63075","17522","80597"
"National","western cape","Private Health","Female","23719","11983","35702"
"National","western cape","Private Health","Male","21205","10234","31439"
"National","western cape","Public Health","Female","46858","15220","62078"
"National","western cape","Public Health","Male","38856","12376","51232"
