"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","907379"
"Janssen Vaccines & Prevention B.V","free state","Adults","482451"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1518838"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1220626"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1070088"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","807969"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212511"
"Janssen Vaccines & Prevention B.V","north west","Adults","707610"
"Janssen Vaccines & Prevention B.V","western cape","Adults","743119"
"Pfizer","eastern cape","12-17 Years","90125"
"Pfizer","eastern cape","Adults","1107053"
"Pfizer","free state","12-17 Years","75144"
"Pfizer","free state","Adults","581956"
"Pfizer","gauteng","12-17 Years","163945"
"Pfizer","gauteng","Adults","3345137"
"Pfizer","kwazulu-natal","12-17 Years","112512"
"Pfizer","kwazulu-natal","Adults","1614610"
"Pfizer","limpopo","12-17 Years","85851"
"Pfizer","limpopo","Adults","864799"
"Pfizer","mpumalanga","12-17 Years","43574"
"Pfizer","mpumalanga","Adults","461106"
"Pfizer","northern cape","12-17 Years","10614"
"Pfizer","northern cape","Adults","189615"
"Pfizer","north west","12-17 Years","50859"
"Pfizer","north west","Adults","531596"
"Pfizer","western cape","12-17 Years","50906"
"Pfizer","western cape","Adults","1846656"
