"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","846518","0","125127","971645"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","458061","0","77990","536051"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1381491","0","181496","1562987"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1126144","0","153024","1279168"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1035907","0","127257","1163164"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","786070","0","99875","885945"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","203047","0","25956","229003"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","684145","0","99453","783598"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","648516","0","100098","748614"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60861","0","24220","85081"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137347","0","65378","202725"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94481","0","40021","134502"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21899","0","7150","29049"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94603","0","61528","156131"
"Pfizer","National","eastern cape","Adults","1320177","1107051","202582","2629810"
"Pfizer","National","eastern cape","12-17 Years","279385","90125","0","369510"
"Pfizer","National","free state","12-17 Years","172542","75144","0","247686"
"Pfizer","National","free state","Adults","664808","581956","121408","1368172"
"Pfizer","National","gauteng","12-17 Years","393415","163945","7","557367"
"Pfizer","National","gauteng","Adults","3869590","3345124","621790","7836504"
"Pfizer","National","kwazulu-natal","Adults","1947715","1614605","296909","3859229"
"Pfizer","National","kwazulu-natal","12-17 Years","287424","112512","7","399943"
"Pfizer","National","limpopo","Adults","1028630","864799","155800","2049229"
"Pfizer","National","limpopo","12-17 Years","274289","85851","0","360140"
"Pfizer","National","mpumalanga","12-17 Years","143520","43574","0","187094"
"Pfizer","National","mpumalanga","Adults","561548","461105","89210","1111863"
"Pfizer","National","northern cape","12-17 Years","33288","10614","0","43902"
"Pfizer","National","northern cape","Adults","221879","189615","30200","441694"
"Pfizer","National","north west","12-17 Years","154231","50859","2","205092"
"Pfizer","National","north west","Adults","614547","531594","101337","1247478"
"Pfizer","National","western cape","12-17 Years","131262","50906","1","182169"
"Pfizer","National","western cape","Adults","2106014","1846652","454658","4407324"
