"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","37","0","64","101"
"Janssen Vaccines & Prevention B.V","free state","Adults","18","0","43","61"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","200","0","102","302"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","127","0","123","250"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","164","0","211","375"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","131","0","121","252"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","32","0","27","59"
"Janssen Vaccines & Prevention B.V","north west","Adults","102","0","62","164"
"Janssen Vaccines & Prevention B.V","western cape","Adults","77","0","53","130"
"Pfizer","eastern cape","12-17 Years","601","476","0","1077"
"Pfizer","eastern cape","Adults","146","177","232","555"
"Pfizer","free state","12-17 Years","21","33","0","54"
"Pfizer","free state","Adults","33","36","51","120"
"Pfizer","gauteng","12-17 Years","24","36","0","60"
"Pfizer","gauteng","Adults","181","177","179","537"
"Pfizer","kwazulu-natal","12-17 Years","28","20","0","48"
"Pfizer","kwazulu-natal","Adults","99","101","107","307"
"Pfizer","limpopo","12-17 Years","195","66","0","261"
"Pfizer","limpopo","Adults","124","130","118","372"
"Pfizer","mpumalanga","12-17 Years","65","145","0","210"
"Pfizer","mpumalanga","Adults","99","90","46","235"
"Pfizer","northern cape","12-17 Years","9","17","0","26"
"Pfizer","northern cape","Adults","30","32","24","86"
"Pfizer","north west","12-17 Years","16","12","0","28"
"Pfizer","north west","Adults","51","49","48","148"
"Pfizer","western cape","12-17 Years","17","52","0","69"
"Pfizer","western cape","Adults","118","87","133","338"
