"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","73"
"Janssen Vaccines & Prevention B.V","free state","Adults","23"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","336"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","179"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","139"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","188"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","63"
"Janssen Vaccines & Prevention B.V","western cape","Adults","89"
"Pfizer","eastern cape","12-17 Years","795"
"Pfizer","eastern cape","Adults","278"
"Pfizer","free state","12-17 Years","63"
"Pfizer","free state","Adults","154"
"Pfizer","gauteng","12-17 Years","121"
"Pfizer","gauteng","Adults","397"
"Pfizer","kwazulu-natal","12-17 Years","312"
"Pfizer","kwazulu-natal","Adults","394"
"Pfizer","limpopo","12-17 Years","397"
"Pfizer","limpopo","Adults","142"
"Pfizer","mpumalanga","12-17 Years","132"
"Pfizer","mpumalanga","Adults","119"
"Pfizer","northern cape","12-17 Years","61"
"Pfizer","northern cape","Adults","18"
"Pfizer","north west","12-17 Years","19"
"Pfizer","north west","Adults","31"
"Pfizer","western cape","12-17 Years","60"
"Pfizer","western cape","Adults","134"
