"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","863298","0","154954","1018252"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465024","0","95489","560513"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1434656","0","213897","1648553"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1164509","0","184706","1349215"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1056922","0","159292","1216214"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","817824","0","132182","950006"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208755","0","35532","244287"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","695748","0","117215","812963"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","663975","0","113387","777362"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137606","0","65388","202994"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34188","0","17016","51204"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21928","0","7152","29080"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23483","0","8966","32449"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94619","0","61527","156146"
"Pfizer","National","eastern cape","Adults","1367899","1151646","257994","2777539"
"Pfizer","National","eastern cape","12-17 Years","301784","127347","0","429131"
"Pfizer","National","free state","12-17 Years","167777","80203","0","247980"
"Pfizer","National","free state","Adults","686662","603164","145611","1435437"
"Pfizer","National","gauteng","12-17 Years","380461","168064","23","548548"
"Pfizer","National","gauteng","Adults","3955881","3428144","692716","8076741"
"Pfizer","National","kwazulu-natal","Adults","2015113","1676329","341006","4032448"
"Pfizer","National","kwazulu-natal","12-17 Years","289037","132306","12","421355"
"Pfizer","National","limpopo","Adults","1064703","892314","181573","2138590"
"Pfizer","National","limpopo","12-17 Years","291025","102040","2","393067"
"Pfizer","National","mpumalanga","12-17 Years","147978","55966","0","203944"
"Pfizer","National","mpumalanga","Adults","587778","483602","110139","1181519"
"Pfizer","National","northern cape","12-17 Years","36889","15769","0","52658"
"Pfizer","National","northern cape","Adults","230501","196624","37481","464606"
"Pfizer","National","north west","12-17 Years","148687","52373","4","201064"
"Pfizer","National","north west","Adults","633094","546416","115304","1294814"
"Pfizer","National","western cape","12-17 Years","129798","54726","3","184527"
"Pfizer","National","western cape","Adults","2138626","1877808","496024","4512458"
