"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14471","5554","20025"
"National","eastern cape","Amathole DM","Public Health","Male","12390","4549","16939"
"National","eastern cape","A Nzo DM","Public Health","Female","32697","17424","50121"
"National","eastern cape","A Nzo DM","Public Health","Male","28876","13561","42437"
"National","eastern cape","Buffalo City MM","Private Health","Female","2814","1152","3966"
"National","eastern cape","Buffalo City MM","Private Health","Male","2293","889","3182"
"National","eastern cape","Buffalo City MM","Public Health","Female","16476","9535","26011"
"National","eastern cape","Buffalo City MM","Public Health","Male","13028","6699","19727"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","155","75","230"
"National","eastern cape","C Hani DM","Public Health","Female","13768","3604","17372"
"National","eastern cape","C Hani DM","Public Health","Male","11083","2628","13711"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","650","361","1011"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","490","215","705"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7816","2712","10528"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6988","2192","9180"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4031","2027","6058"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3659","1702","5361"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15817","6499","22316"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12296","4612","16908"
"National","eastern cape","O Tambo DM","Private Health","Female","307","119","426"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43716","17007","60723"
"National","eastern cape","O Tambo DM","Public Health","Male","36706","12703","49409"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1564","1075","2639"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1354","812","2166"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9581","5369","14950"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8051","4000","12051"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","447","282","729"
"National","free state","Fezile Dabi DM","Public Health","Female","13123","5006","18129"
"National","free state","Fezile Dabi DM","Public Health","Male","10734","3632","14366"
"National","free state","Lejweleputswa DM","Private Health","Female","3733","1439","5172"
"National","free state","Lejweleputswa DM","Private Health","Male","2988","1083","4071"
"National","free state","Lejweleputswa DM","Public Health","Female","13997","5271","19268"
"National","free state","Lejweleputswa DM","Public Health","Male","12006","3724","15730"
"National","free state","Mangaung MM","Private Health","Female","2943","1916","4859"
"National","free state","Mangaung MM","Private Health","Male","2419","1450","3869"
"National","free state","Mangaung MM","Public Health","Female","23354","13834","37188"
"National","free state","Mangaung MM","Public Health","Male","20864","11184","32048"
"National","free state","T Mofutsanyana DM","Private Health","Female","1832","1115","2947"
"National","free state","T Mofutsanyana DM","Private Health","Male","1573","907","2480"
"National","free state","T Mofutsanyana DM","Public Health","Female","26663","15396","42059"
"National","free state","T Mofutsanyana DM","Public Health","Male","22925","11618","34543"
"National","free state","Xhariep DM","Public Health","Female","4240","1193","5433"
"National","free state","Xhariep DM","Public Health","Male","3465","813","4278"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10704","6516","17220"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9860","5574","15434"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40564","15224","55788"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32126","11157","43283"
"National","gauteng","Johannesburg MM","Private Health","Female","25128","13589","38717"
"National","gauteng","Johannesburg MM","Private Health","Male","22971","11832","34803"
"National","gauteng","Johannesburg MM","Public Health","Female","46028","16734","62762"
"National","gauteng","Johannesburg MM","Public Health","Male","37311","13097","50408"
"National","gauteng","Sedibeng DM","Private Health","Female","1573","1002","2575"
"National","gauteng","Sedibeng DM","Private Health","Male","1403","680","2083"
"National","gauteng","Sedibeng DM","Public Health","Female","13657","5855","19512"
"National","gauteng","Sedibeng DM","Public Health","Male","10794","4517","15311"
"National","gauteng","Tshwane MM","Private Health","Female","11363","6551","17914"
"National","gauteng","Tshwane MM","Private Health","Male","10819","5939","16758"
"National","gauteng","Tshwane MM","Public Health","Female","39785","18613","58398"
"National","gauteng","Tshwane MM","Public Health","Male","30809","13111","43920"
"National","gauteng","West Rand DM","Private Health","Female","2159","1491","3650"
"National","gauteng","West Rand DM","Private Health","Male","1800","1221","3021"
"National","gauteng","West Rand DM","Public Health","Female","17382","8789","26171"
"National","gauteng","West Rand DM","Public Health","Male","14225","6572","20797"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","180","55","235"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6485","2811","9296"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4189","1745","5934"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11661","6854","18515"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10879","6091","16970"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14395","5534","19929"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11749","4445","16194"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","350","161","511"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","340","133","473"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12907","7736","20643"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10101","5603","15704"
"National","kwazulu-natal","iLembe DM","Private Health","Female","538","328","866"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","276","755"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8265","4113","12378"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4886","2202","7088"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","326","130","456"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12279","5012","17291"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7982","3060","11042"
"National","kwazulu-natal","Ugu DM","Private Health","Female","886","551","1437"
"National","kwazulu-natal","Ugu DM","Private Health","Male","711","421","1132"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12297","5123","17420"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7953","2765","10718"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1595","828","2423"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1482","756","2238"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12535","4991","17526"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8751","3081","11832"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20344","10278","30622"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12894","5406","18300"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14751","6289","21040"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9101","3427","12528"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","278","119","397"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15134","6828","21962"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10226","4010","14236"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23942","12768","36710"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17234","8086","25320"
"National","limpopo","Capricorn DM","Private Health","Female","2563","1376","3939"
"National","limpopo","Capricorn DM","Private Health","Male","2104","1038","3142"
"National","limpopo","Capricorn DM","Public Health","Female","34651","14156","48807"
"National","limpopo","Capricorn DM","Public Health","Male","29797","10753","40550"
"National","limpopo","Mopani DM","Private Health","Female","955","471","1426"
"National","limpopo","Mopani DM","Private Health","Male","835","397","1232"
"National","limpopo","Mopani DM","Public Health","Female","36391","12594","48985"
"National","limpopo","Mopani DM","Public Health","Male","29944","9079","39023"
"National","limpopo","Sekhukhune DM","Private Health","Female","885","466","1351"
"National","limpopo","Sekhukhune DM","Private Health","Male","888","362","1250"
"National","limpopo","Sekhukhune DM","Public Health","Female","25454","9566","35020"
"National","limpopo","Sekhukhune DM","Public Health","Male","24949","8061","33010"
"National","limpopo","Vhembe DM","Private Health","Female","5822","2469","8291"
"National","limpopo","Vhembe DM","Private Health","Male","4010","1450","5460"
"National","limpopo","Vhembe DM","Public Health","Female","32272","10246","42518"
"National","limpopo","Vhembe DM","Public Health","Male","26869","7326","34195"
"National","limpopo","Waterberg DM","Private Health","Female","1234","509","1743"
"National","limpopo","Waterberg DM","Private Health","Male","1118","433","1551"
"National","limpopo","Waterberg DM","Public Health","Female","16530","6523","23053"
"National","limpopo","Waterberg DM","Public Health","Male","13754","4765","18519"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2000","934","2934"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1707","832","2539"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46044","19110","65154"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35109","12383","47492"
"National","mpumalanga","G Sibande DM","Private Health","Female","692","265","957"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15362","6011","21373"
"National","mpumalanga","G Sibande DM","Public Health","Male","11849","4079","15928"
"National","mpumalanga","Nkangala DM","Private Health","Female","1046","438","1484"
"National","mpumalanga","Nkangala DM","Private Health","Male","1005","396","1401"
"National","mpumalanga","Nkangala DM","Public Health","Female","15959","6144","22103"
"National","mpumalanga","Nkangala DM","Public Health","Male","16616","5128","21744"
"National","northern cape","Frances Baard DM","Private Health","Female","1224","618","1842"
"National","northern cape","Frances Baard DM","Private Health","Male","1166","503","1669"
"National","northern cape","Frances Baard DM","Public Health","Female","6372","3099","9471"
"National","northern cape","Frances Baard DM","Public Health","Male","5141","2305","7446"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","314","195","509"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","269","142","411"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3295","1229","4524"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2552","911","3463"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1545","570","2115"
"National","northern cape","Namakwa DM","Public Health","Male","1222","431","1653"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3588","1591","5179"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2746","1142","3888"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","314","108","422"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","261","76","337"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3664","1577","5241"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2897","1103","4000"
"National","north west","Bojanala Platinum DM","Private Health","Female","2431","1168","3599"
"National","north west","Bojanala Platinum DM","Private Health","Male","2207","958","3165"
"National","north west","Bojanala Platinum DM","Public Health","Female","29760","12333","42093"
"National","north west","Bojanala Platinum DM","Public Health","Male","24532","9046","33578"
"National","north west","Dr K Kaunda DM","Private Health","Female","1340","657","1997"
"National","north west","Dr K Kaunda DM","Private Health","Male","1139","527","1666"
"National","north west","Dr K Kaunda DM","Public Health","Female","12553","4415","16968"
