"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","856659","0","144119","1000778"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462783","0","89328","552111"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1408482","0","199267","1607749"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1150227","0","173723","1323950"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1045326","0","143004","1188330"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","807264","0","121579","928843"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206515","0","33584","240099"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690170","0","109456","799626"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656252","0","108295","764547"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60866","0","24220","85086"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137494","0","65383","202877"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94498","0","40024","134522"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21917","0","7151","29068"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1340171","1128413","234875","2703459"
"Pfizer","National","eastern cape","12-17 Years","284509","102800","0","387309"
"Pfizer","National","free state","12-17 Years","171744","79223","0","250967"
"Pfizer","National","free state","Adults","675126","593624","136246","1404996"
"Pfizer","National","gauteng","12-17 Years","393020","170452","15","563487"
"Pfizer","National","gauteng","Adults","3912253","3391433","665340","7969026"
"Pfizer","National","kwazulu-natal","Adults","1984148","1651703","326832","3962683"
"Pfizer","National","kwazulu-natal","12-17 Years","296439","128965","8","425412"
"Pfizer","National","limpopo","Adults","1043611","878389","171112","2093112"
"Pfizer","National","limpopo","12-17 Years","287246","94450","2","381698"
"Pfizer","National","mpumalanga","12-17 Years","147021","48500","0","195521"
"Pfizer","National","mpumalanga","Adults","574693","474288","105809","1154790"
"Pfizer","National","northern cape","12-17 Years","36060","13759","0","49819"
"Pfizer","National","northern cape","Adults","226820","194057","35827","456704"
"Pfizer","National","north west","12-17 Years","153459","52788","4","206251"
"Pfizer","National","north west","Adults","623246","539777","110137","1273160"
"Pfizer","National","western cape","12-17 Years","131095","52873","2","183970"
"Pfizer","National","western cape","Adults","2121448","1863922","481848","4467218"
