"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917525"
"Janssen Vaccines & Prevention B.V","free state","Adults","487177"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1545979"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1244727"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1079509"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","829181"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215979"
"Janssen Vaccines & Prevention B.V","north west","Adults","713645"
"Janssen Vaccines & Prevention B.V","western cape","Adults","750865"
"Pfizer","eastern cape","12-17 Years","102800"
"Pfizer","eastern cape","Adults","1128415"
"Pfizer","free state","12-17 Years","79223"
"Pfizer","free state","Adults","593624"
"Pfizer","gauteng","12-17 Years","170452"
"Pfizer","gauteng","Adults","3391447"
"Pfizer","kwazulu-natal","12-17 Years","128965"
"Pfizer","kwazulu-natal","Adults","1651708"
"Pfizer","limpopo","12-17 Years","94450"
"Pfizer","limpopo","Adults","878389"
"Pfizer","mpumalanga","12-17 Years","48500"
"Pfizer","mpumalanga","Adults","474289"
"Pfizer","northern cape","12-17 Years","13759"
"Pfizer","northern cape","Adults","194057"
"Pfizer","north west","12-17 Years","52788"
"Pfizer","north west","Adults","539779"
"Pfizer","western cape","12-17 Years","52873"
"Pfizer","western cape","Adults","1863934"
