"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10370","5093","15463"
"National","eastern cape","Private Health","Male","8790","3960","12750"
"National","eastern cape","Public Health","Female","145843","54835","200678"
"National","eastern cape","Public Health","Male","119506","38912","158418"
"National","free state","Private Health","Female","9174","4615","13789"
"National","free state","Private Health","Male","7558","3557","11115"
"National","free state","Public Health","Female","83566","40567","124133"
"National","free state","Public Health","Male","71446","30484","101930"
"National","gauteng","Private Health","Female","53339","30323","83662"
"National","gauteng","Private Health","Male","49007","26028","75035"
"National","gauteng","Public Health","Female","162328","65767","228095"
"National","gauteng","Public Health","Male","128346","48334","176680"
"National","kwazulu-natal","Private Health","Female","16990","9631","26621"
"National","kwazulu-natal","Private Health","Male","15428","8258","23686"
"National","kwazulu-natal","Public Health","Female","156984","69060","226044"
"National","kwazulu-natal","Public Health","Male","107037","42016","149053"
"National","limpopo","Private Health","Female","11792","5193","16985"
"National","limpopo","Private Health","Male","9202","3632","12834"
"National","limpopo","Public Health","Female","142741","49013","191754"
"National","limpopo","Public Health","Male","123511","36612","160123"
"National","mpumalanga","Private Health","Female","3970","1719","5689"
"National","mpumalanga","Private Health","Male","3465","1525","4990"
"National","mpumalanga","Public Health","Female","76425","26776","103201"
"National","mpumalanga","Public Health","Male","63161","18480","81641"
"National","northern cape","Private Health","Female","2120","1051","3171"
"National","northern cape","Private Health","Male","1947","815","2762"
"National","northern cape","Public Health","Female","17921","6867","24788"
"National","northern cape","Public Health","Male","14072","5026","19098"
"National","north west","Private Health","Female","5201","2417","7618"
"National","north west","Private Health","Male","4707","2039","6746"
"National","north west","Public Health","Female","78466","27983","106449"
"National","north west","Public Health","Male","65085","20349","85434"
"National","western cape","Private Health","Female","23384","12706","36090"
"National","western cape","Private Health","Male","21117","10982","32099"
"National","western cape","Public Health","Female","47184","16018","63202"
"National","western cape","Public Health","Male","39410","13167","52577"
