"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","88","0","225","313"
"Janssen Vaccines & Prevention B.V","free state","Adults","29","0","138","167"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","317","0","183","500"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","162","0","193","355"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","211","0","601","812"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","132","0","188","320"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","20","0","10","30"
"Janssen Vaccines & Prevention B.V","north west","Adults","58","0","62","120"
"Janssen Vaccines & Prevention B.V","western cape","Adults","72","0","90","162"
"Pfizer","eastern cape","12-17 Years","152","133","0","285"
"Pfizer","eastern cape","Adults","115","183","224","522"
"Pfizer","free state","12-17 Years","72","62","0","134"
"Pfizer","free state","Adults","71","134","163","368"
"Pfizer","gauteng","12-17 Years","46","79","0","125"
"Pfizer","gauteng","Adults","351","408","442","1201"
"Pfizer","kwazulu-natal","12-17 Years","95","249","0","344"
"Pfizer","kwazulu-natal","Adults","220","349","237","806"
"Pfizer","limpopo","12-17 Years","446","253","0","699"
"Pfizer","limpopo","Adults","130","208","137","475"
"Pfizer","mpumalanga","12-17 Years","157","250","0","407"
"Pfizer","mpumalanga","Adults","70","122","95","287"
"Pfizer","northern cape","12-17 Years","26","67","0","93"
"Pfizer","northern cape","Adults","4","13","13","30"
"Pfizer","north west","12-17 Years","21","54","0","75"
"Pfizer","north west","Adults","31","60","47","138"
"Pfizer","western cape","12-17 Years","189","143","0","332"
"Pfizer","western cape","Adults","88","119","202","409"
