"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102703"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119653"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","71992"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107462"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51357"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165451"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211678"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90711"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81191"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75923"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153457"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144708"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33339"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","324216"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","556862"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102460"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","467697"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107595"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","79975"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","343220"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58684"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63460"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102741"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67702"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141148"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102500"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97498"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96724"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98848"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","273930"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","244757"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186168"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","243750"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136164"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","414115"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","188823"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","231964"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71808"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41579"
