"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860135","0","150481","1010616"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464222","0","93150","557372"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1421251","0","206821","1628072"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1157992","0","179989","1337981"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1050582","0","150876","1201458"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","812978","0","127278","940256"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207414","0","34437","241851"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692640","0","112941","805581"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660284","0","111453","771737"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60872","0","24221","85093"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137575","0","65388","202963"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1354254","1140449","246821","2741524"
"Pfizer","National","eastern cape","12-17 Years","295088","117606","0","412694"
"Pfizer","National","free state","12-17 Years","170430","80189","0","250619"
"Pfizer","National","free state","Adults","681636","599453","142365","1423454"
"Pfizer","National","gauteng","12-17 Years","386867","170011","18","556896"
"Pfizer","National","gauteng","Adults","3936454","3413147","681384","8030985"
"Pfizer","National","kwazulu-natal","Adults","2001985","1667056","336094","4005135"
"Pfizer","National","kwazulu-natal","12-17 Years","294271","133794","9","428074"
"Pfizer","National","limpopo","Adults","1054126","885562","175799","2115487"
"Pfizer","National","limpopo","12-17 Years","290198","99930","2","390130"
"Pfizer","National","mpumalanga","12-17 Years","148403","53542","0","201945"
"Pfizer","National","mpumalanga","Adults","581519","479173","108230","1168922"
"Pfizer","National","northern cape","12-17 Years","36540","15029","0","51569"
"Pfizer","National","northern cape","Adults","228663","195353","36571","460587"
"Pfizer","National","north west","12-17 Years","150757","52595","4","203356"
"Pfizer","National","north west","Adults","628028","542927","112361","1283316"
"Pfizer","National","western cape","12-17 Years","132078","54373","3","186454"
"Pfizer","National","western cape","Adults","2130740","1872343","490790","4493873"
