"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103197"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120104"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72264"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107804"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51502"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166248"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212599"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","91000"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81371"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76122"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153707"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144847"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33437"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","329415"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","563026"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102918"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469974"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108205"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80234"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","346729"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58836"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64109"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102922"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67841"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142231"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102915"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97667"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97138"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98949"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275687"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245864"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187392"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245446"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137092"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417543"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189762"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232845"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","72021"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41936"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16383"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28294"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59637"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","298090"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109499"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201309"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110620"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","435665"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121758"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6841"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78258"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47551"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68745"
"Pfizer","eastern cape","Amathole DM","12-17 Years","10185"
"Pfizer","eastern cape","Amathole DM","Adults","149102"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","31036"
"Pfizer","eastern cape","A Nzo DM","Adults","104807"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18259"
"Pfizer","eastern cape","Buffalo City MM","Adults","214727"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6411"
"Pfizer","eastern cape","C Hani DM","Adults","119126"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5475"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56075"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14824"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276756"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29963"
"Pfizer","eastern cape","O Tambo DM","Adults","137706"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11237"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","94033"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9260"
"Pfizer","free state","Fezile Dabi DM","Adults","94069"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11512"
"Pfizer","free state","Lejweleputswa DM","Adults","154463"
"Pfizer","free state","Mangaung MM","12-17 Years","28368"
"Pfizer","free state","Mangaung MM","Adults","202194"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29020"
"Pfizer","free state","T Mofutsanyana DM","Adults","138349"
"Pfizer","free state","Xhariep DM","12-17 Years","2007"
"Pfizer","free state","Xhariep DM","Adults","14331"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38461"
"Pfizer","gauteng","Ekurhuleni MM","Adults","809805"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55247"
"Pfizer","gauteng","Johannesburg MM","Adults","1495996"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12040"
"Pfizer","gauteng","Sedibeng DM","Adults","155472"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44198"
"Pfizer","gauteng","Tshwane MM","Adults","732812"
"Pfizer","gauteng","West Rand DM","12-17 Years","18061"
"Pfizer","gauteng","West Rand DM","Adults","235457"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4681"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50162"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","22925"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","771964"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13626"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68481"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6917"
"Pfizer","kwazulu-natal","iLembe DM","Adults","99096"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8292"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92925"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8843"
