"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","46"
"Janssen Vaccines & Prevention B.V","free state","Adults","14"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","284"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","122"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","100"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","123"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","48"
"Janssen Vaccines & Prevention B.V","north west","Adults","50"
"Janssen Vaccines & Prevention B.V","western cape","Adults","79"
"Pfizer","eastern cape","12-17 Years","44"
"Pfizer","eastern cape","Adults","243"
"Pfizer","free state","12-17 Years","9"
"Pfizer","free state","Adults","57"
"Pfizer","gauteng","12-17 Years","33"
"Pfizer","gauteng","Adults","224"
"Pfizer","kwazulu-natal","12-17 Years","26"
"Pfizer","kwazulu-natal","Adults","119"
"Pfizer","limpopo","12-17 Years","31"
"Pfizer","limpopo","Adults","103"
"Pfizer","mpumalanga","12-17 Years","21"
"Pfizer","mpumalanga","Adults","80"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","12"
"Pfizer","north west","12-17 Years","7"
"Pfizer","north west","Adults","38"
"Pfizer","western cape","12-17 Years","19"
"Pfizer","western cape","Adults","84"
