"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","46","0","76","122"
"Janssen Vaccines & Prevention B.V","free state","Adults","14","0","62","76"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","284","0","166","450"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","122","0","123","245"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","100","0","188","288"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","123","0","152","275"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","48","0","15","63"
"Janssen Vaccines & Prevention B.V","north west","Adults","50","0","67","117"
"Janssen Vaccines & Prevention B.V","western cape","Adults","79","0","35","114"
"Pfizer","eastern cape","12-17 Years","31","44","0","75"
"Pfizer","eastern cape","Adults","201","243","328","772"
"Pfizer","free state","12-17 Years","12","9","0","21"
"Pfizer","free state","Adults","38","57","71","166"
"Pfizer","gauteng","12-17 Years","41","33","0","74"
"Pfizer","gauteng","Adults","224","224","223","671"
"Pfizer","kwazulu-natal","12-17 Years","25","26","0","51"
"Pfizer","kwazulu-natal","Adults","124","119","105","348"
"Pfizer","limpopo","12-17 Years","45","31","0","76"
"Pfizer","limpopo","Adults","85","103","146","334"
"Pfizer","mpumalanga","12-17 Years","27","21","0","48"
"Pfizer","mpumalanga","Adults","77","80","48","205"
"Pfizer","northern cape","12-17 Years","7","1","0","8"
"Pfizer","northern cape","Adults","19","12","7","38"
"Pfizer","north west","12-17 Years","13","7","0","20"
"Pfizer","north west","Adults","40","38","70","148"
"Pfizer","western cape","12-17 Years","22","19","0","41"
"Pfizer","western cape","Adults","81","84","102","267"
