"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","896339"
"Janssen Vaccines & Prevention B.V","free state","Adults","477266"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1493826"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1200318"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1057167"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","792702"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","210127"
"Janssen Vaccines & Prevention B.V","north west","Adults","700725"
"Janssen Vaccines & Prevention B.V","western cape","Adults","735480"
"Pfizer","eastern cape","12-17 Years","67840"
"Pfizer","eastern cape","Adults","1091066"
"Pfizer","free state","12-17 Years","65463"
"Pfizer","free state","Adults","573293"
"Pfizer","gauteng","12-17 Years","147914"
"Pfizer","gauteng","Adults","3305194"
"Pfizer","kwazulu-natal","12-17 Years","87606"
"Pfizer","kwazulu-natal","Adults","1583479"
"Pfizer","limpopo","12-17 Years","69848"
"Pfizer","limpopo","Adults","852914"
"Pfizer","mpumalanga","12-17 Years","35002"
"Pfizer","mpumalanga","Adults","453282"
"Pfizer","northern cape","12-17 Years","8294"
"Pfizer","northern cape","Adults","186738"
"Pfizer","north west","12-17 Years","44101"
"Pfizer","north west","Adults","524764"
"Pfizer","western cape","12-17 Years","49144"
"Pfizer","western cape","Adults","1832474"
