"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","835484","0","103156","938640"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","452879","0","66922","519801"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1356532","0","161695","1518227"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1105842","0","128831","1234673"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1022989","0","105822","1128811"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","770814","0","84222","855036"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","200663","0","21023","221686"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","677262","0","88235","765497"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","640967","0","90622","731589"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60855","0","24220","85075"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24387","0","12199","36586"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137294","0","65373","202667"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94475","0","40019","134494"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21888","0","7150","29038"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23463","0","8964","32427"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94513","0","61528","156041"
"Pfizer","National","eastern cape","Adults","1308197","1091064","174457","2573718"
"Pfizer","National","eastern cape","12-17 Years","254346","67840","0","322186"
"Pfizer","National","free state","12-17 Years","163949","65463","0","229412"
"Pfizer","National","free state","Adults","657644","573293","107324","1338261"
"Pfizer","National","gauteng","12-17 Years","375407","147914","6","523327"
"Pfizer","National","gauteng","Adults","3835165","3305183","570736","7711084"
"Pfizer","National","kwazulu-natal","Adults","1918422","1583475","264993","3766890"
"Pfizer","National","kwazulu-natal","12-17 Years","251681","87606","4","339291"
"Pfizer","National","limpopo","Adults","1018271","852914","134276","2005461"
"Pfizer","National","limpopo","12-17 Years","243321","69848","0","313169"
"Pfizer","National","mpumalanga","12-17 Years","132441","35002","0","167443"
"Pfizer","National","mpumalanga","Adults","553899","453282","78147","1085328"
"Pfizer","National","northern cape","12-17 Years","27663","8294","0","35957"
"Pfizer","National","northern cape","Adults","219087","186738","26102","431927"
"Pfizer","National","north west","12-17 Years","147162","44101","0","191263"
"Pfizer","National","north west","Adults","608226","524763","91183","1224172"
"Pfizer","National","western cape","12-17 Years","130323","49144","1","179468"
"Pfizer","National","western cape","Adults","2093439","1832470","421732","4347641"
