"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10676","4900","15576"
"National","eastern cape","Private Health","Male","8910","3739","12649"
"National","eastern cape","Public Health","Female","130091","35480","165571"
"National","eastern cape","Public Health","Male","104669","23721","128390"
"National","free state","Private Health","Female","9006","4086","13092"
"National","free state","Private Health","Male","7344","3091","10435"
"National","free state","Public Health","Female","79723","33672","113395"
"National","free state","Public Health","Male","67876","24614","92490"
"National","gauteng","Private Health","Female","54202","28881","83083"
"National","gauteng","Private Health","Male","49336","24534","73870"
"National","gauteng","Public Health","Female","151966","54676","206642"
"National","gauteng","Public Health","Male","119903","39823","159726"
"National","kwazulu-natal","Private Health","Female","17492","9448","26940"
"National","kwazulu-natal","Private Health","Male","15762","7973","23735"
"National","kwazulu-natal","Public Health","Female","130139","43844","173983"
"National","kwazulu-natal","Public Health","Male","88288","26341","114629"
"National","limpopo","Private Health","Female","11074","4559","15633"
"National","limpopo","Private Health","Male","8633","3270","11903"
"National","limpopo","Public Health","Female","121445","35510","156955"
"National","limpopo","Public Health","Male","102169","26509","128678"
"National","mpumalanga","Private Health","Female","4025","1623","5648"
"National","mpumalanga","Private Health","Male","3520","1395","4915"
"National","mpumalanga","Public Health","Female","68041","18635","86676"
"National","mpumalanga","Public Health","Male","56855","13349","70204"
"National","northern cape","Private Health","Female","2141","1002","3143"
"National","northern cape","Private Health","Male","1944","741","2685"
"National","northern cape","Public Health","Female","13163","3737","16900"
"National","northern cape","Public Health","Male","10415","2814","13229"
"National","north west","Private Health","Female","5270","2346","7616"
"National","north west","Private Health","Male","4739","1951","6690"
"National","north west","Public Health","Female","75205","23234","98439"
"National","north west","Public Health","Male","61948","16570","78518"
"National","western cape","Private Health","Female","23710","11817","35527"
"National","western cape","Private Health","Male","21153","10086","31239"
"National","western cape","Public Health","Female","46719","15013","61732"
"National","western cape","Public Health","Male","38741","12228","50969"
