"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","916576"
"Janssen Vaccines & Prevention B.V","free state","Adults","486872"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1543228"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1242453"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1078566"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","827778"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215849"
"Janssen Vaccines & Prevention B.V","north west","Adults","713215"
"Janssen Vaccines & Prevention B.V","western cape","Adults","750134"
"Pfizer","eastern cape","12-17 Years","99516"
"Pfizer","eastern cape","Adults","1125691"
"Pfizer","free state","12-17 Years","79010"
"Pfizer","free state","Adults","592035"
"Pfizer","gauteng","12-17 Years","170434"
"Pfizer","gauteng","Adults","3385968"
"Pfizer","kwazulu-natal","12-17 Years","125904"
"Pfizer","kwazulu-natal","Adults","1647690"
"Pfizer","limpopo","12-17 Years","93692"
"Pfizer","limpopo","Adults","876975"
"Pfizer","mpumalanga","12-17 Years","47688"
"Pfizer","mpumalanga","Adults","473109"
"Pfizer","northern cape","12-17 Years","13658"
"Pfizer","northern cape","Adults","193928"
"Pfizer","north west","12-17 Years","52846"
"Pfizer","north west","Adults","539052"
"Pfizer","western cape","12-17 Years","52805"
"Pfizer","western cape","Adults","1861927"
