"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","866033","0","157950","1023983"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465501","0","96510","562011"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1442891","0","218359","1661250"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1167775","0","186945","1354720"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1059048","0","162849","1221897"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","820001","0","135153","955154"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209175","0","36075","245250"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","697401","0","119971","817372"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","666139","0","114961","781100"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137624","0","65389","203013"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94511","0","40023","134534"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34194","0","17016","51210"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23485","0","8966","32451"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1376622","1157077","265371","2799070"
"Pfizer","National","eastern cape","12-17 Years","299742","127493","0","427235"
"Pfizer","National","free state","12-17 Years","165862","79730","0","245592"
"Pfizer","National","free state","Adults","689564","604933","147136","1441633"
"Pfizer","National","gauteng","12-17 Years","376546","166854","29","543429"
"Pfizer","National","gauteng","Adults","3968066","3436727","700089","8104882"
"Pfizer","National","kwazulu-natal","Adults","2021451","1680483","343080","4045014"
"Pfizer","National","kwazulu-natal","12-17 Years","285586","131093","13","416692"
"Pfizer","National","limpopo","Adults","1070306","895312","184329","2149947"
"Pfizer","National","limpopo","12-17 Years","289434","101829","2","391265"
"Pfizer","National","mpumalanga","12-17 Years","146526","55928","3","202457"
"Pfizer","National","mpumalanga","Adults","590600","485443","111442","1187485"
"Pfizer","National","northern cape","12-17 Years","37269","15941","0","53210"
"Pfizer","National","northern cape","Adults","231467","197310","38013","466790"
"Pfizer","National","north west","12-17 Years","147210","52216","4","199430"
"Pfizer","National","north west","Adults","636448","548449","117345","1302242"
"Pfizer","National","western cape","12-17 Years","127972","54299","3","182274"
"Pfizer","National","western cape","Adults","2143000","1880679","499537","4523216"
