"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14393","5566","19959"
"National","eastern cape","Amathole DM","Public Health","Male","12377","4567","16944"
"National","eastern cape","A Nzo DM","Public Health","Female","32618","17622","50240"
"National","eastern cape","A Nzo DM","Public Health","Male","28970","13760","42730"
"National","eastern cape","Buffalo City MM","Private Health","Female","2760","1131","3891"
"National","eastern cape","Buffalo City MM","Private Health","Male","2255","872","3127"
"National","eastern cape","Buffalo City MM","Public Health","Female","16326","9471","25797"
"National","eastern cape","Buffalo City MM","Public Health","Male","12981","6713","19694"
"National","eastern cape","C Hani DM","Private Health","Female","217","104","321"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13566","3573","17139"
"National","eastern cape","C Hani DM","Public Health","Male","10939","2612","13551"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","641","357","998"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","479","215","694"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7733","2695","10428"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6891","2174","9065"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3968","2000","5968"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3598","1678","5276"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15624","6437","22061"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12186","4575","16761"
"National","eastern cape","O Tambo DM","Private Health","Female","300","115","415"
"National","eastern cape","O Tambo DM","Private Health","Male","238","111","349"
"National","eastern cape","O Tambo DM","Public Health","Female","43358","17046","60404"
"National","eastern cape","O Tambo DM","Public Health","Male","36575","12804","49379"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1530","1058","2588"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1332","801","2133"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9500","5325","14825"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7988","3984","11972"
"National","free state","Fezile Dabi DM","Private Health","Female","467","338","805"
"National","free state","Fezile Dabi DM","Private Health","Male","434","274","708"
"National","free state","Fezile Dabi DM","Public Health","Female","12969","4977","17946"
"National","free state","Fezile Dabi DM","Public Health","Male","10665","3615","14280"
"National","free state","Lejweleputswa DM","Private Health","Female","3663","1414","5077"
"National","free state","Lejweleputswa DM","Private Health","Male","2937","1072","4009"
"National","free state","Lejweleputswa DM","Public Health","Female","13851","5220","19071"
"National","free state","Lejweleputswa DM","Public Health","Male","11899","3701","15600"
"National","free state","Mangaung MM","Private Health","Female","2914","1989","4903"
"National","free state","Mangaung MM","Private Health","Male","2404","1518","3922"
"National","free state","Mangaung MM","Public Health","Female","23041","13715","36756"
"National","free state","Mangaung MM","Public Health","Male","20626","11109","31735"
"National","free state","T Mofutsanyana DM","Private Health","Female","1797","1104","2901"
"National","free state","T Mofutsanyana DM","Private Health","Male","1551","898","2449"
"National","free state","T Mofutsanyana DM","Public Health","Female","26359","15257","41616"
"National","free state","T Mofutsanyana DM","Public Health","Male","22683","11546","34229"
"National","free state","Xhariep DM","Public Health","Female","4174","1179","5353"
"National","free state","Xhariep DM","Public Health","Male","3428","804","4232"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10542","6434","16976"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9732","5520","15252"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40163","15142","55305"
"National","gauteng","Ekurhuleni MM","Public Health","Male","31922","11119","43041"
"National","gauteng","Johannesburg MM","Private Health","Female","24783","13416","38199"
"National","gauteng","Johannesburg MM","Private Health","Male","22684","11704","34388"
"National","gauteng","Johannesburg MM","Public Health","Female","45553","16663","62216"
"National","gauteng","Johannesburg MM","Public Health","Male","37014","13078","50092"
"National","gauteng","Sedibeng DM","Private Health","Female","1554","987","2541"
"National","gauteng","Sedibeng DM","Private Health","Male","1379","667","2046"
"National","gauteng","Sedibeng DM","Public Health","Female","13506","5781","19287"
"National","gauteng","Sedibeng DM","Public Health","Male","10691","4483","15174"
"National","gauteng","Tshwane MM","Private Health","Female","11158","6450","17608"
"National","gauteng","Tshwane MM","Private Health","Male","10666","5880","16546"
"National","gauteng","Tshwane MM","Public Health","Female","39421","18513","57934"
"National","gauteng","Tshwane MM","Public Health","Male","30608","13094","43702"
"National","gauteng","West Rand DM","Private Health","Female","2124","1475","3599"
"National","gauteng","West Rand DM","Private Health","Male","1774","1202","2976"
"National","gauteng","West Rand DM","Public Health","Female","17186","8711","25897"
"National","gauteng","West Rand DM","Public Health","Male","14086","6535","20621"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","206","70","276"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","177","53","230"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6412","2787","9199"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4162","1739","5901"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11461","6761","18222"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10711","6010","16721"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14304","5516","19820"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11651","4427","16078"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","343","157","500"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","332","130","462"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12785","7669","20454"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10024","5575","15599"
"National","kwazulu-natal","iLembe DM","Private Health","Female","525","318","843"
"National","kwazulu-natal","iLembe DM","Private Health","Male","469","274","743"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8163","4060","12223"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4828","2179","7007"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","318","127","445"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","300","89","389"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12120","4967","17087"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7913","3039","10952"
"National","kwazulu-natal","Ugu DM","Private Health","Female","868","539","1407"
"National","kwazulu-natal","Ugu DM","Private Health","Male","695","410","1105"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12132","5061","17193"
