"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","189","0","420","609"
"Janssen Vaccines & Prevention B.V","free state","Adults","82","0","241","323"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","430","0","303","733"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","363","0","312","675"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","165","0","231","396"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","416","0","545","961"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","89","0","193","282"
"Janssen Vaccines & Prevention B.V","north west","Adults","116","0","206","322"
"Janssen Vaccines & Prevention B.V","western cape","Adults","121","0","163","284"
"Pfizer","eastern cape","12-17 Years","77","97","0","174"
"Pfizer","eastern cape","Adults","336","416","840","1592"
"Pfizer","free state","12-17 Years","30","60","0","90"
"Pfizer","free state","Adults","137","219","315","671"
"Pfizer","gauteng","12-17 Years","125","156","0","281"
"Pfizer","gauteng","Adults","572","683","780","2035"
"Pfizer","kwazulu-natal","12-17 Years","84","121","0","205"
"Pfizer","kwazulu-natal","Adults","528","577","540","1645"
"Pfizer","limpopo","12-17 Years","95","104","0","199"
"Pfizer","limpopo","Adults","133","203","309","645"
"Pfizer","mpumalanga","12-17 Years","70","49","0","119"
"Pfizer","mpumalanga","Adults","194","260","521","975"
"Pfizer","northern cape","12-17 Years","27","28","0","55"
"Pfizer","northern cape","Adults","125","130","128","383"
"Pfizer","north west","12-17 Years","30","35","0","65"
"Pfizer","north west","Adults","86","134","157","377"
"Pfizer","western cape","12-17 Years","36","47","0","83"
"Pfizer","western cape","Adults","148","223","457","828"
