"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","189"
"Janssen Vaccines & Prevention B.V","free state","Adults","82"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","430"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","363"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","165"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","416"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","89"
"Janssen Vaccines & Prevention B.V","north west","Adults","116"
"Janssen Vaccines & Prevention B.V","western cape","Adults","121"
"Pfizer","eastern cape","12-17 Years","97"
"Pfizer","eastern cape","Adults","416"
"Pfizer","free state","12-17 Years","60"
"Pfizer","free state","Adults","219"
"Pfizer","gauteng","12-17 Years","156"
"Pfizer","gauteng","Adults","683"
"Pfizer","kwazulu-natal","12-17 Years","121"
"Pfizer","kwazulu-natal","Adults","577"
"Pfizer","limpopo","12-17 Years","104"
"Pfizer","limpopo","Adults","203"
"Pfizer","mpumalanga","12-17 Years","49"
"Pfizer","mpumalanga","Adults","260"
"Pfizer","northern cape","12-17 Years","28"
"Pfizer","northern cape","Adults","130"
"Pfizer","north west","12-17 Years","35"
"Pfizer","north west","Adults","134"
"Pfizer","western cape","12-17 Years","47"
"Pfizer","western cape","Adults","224"
