"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","54","0","100","154"
"Janssen Vaccines & Prevention B.V","free state","Adults","7","0","12","19"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","172","0","112","284"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","133","0","137","270"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","12","0","17","29"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","73","0","71","144"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4","0","7","11"
"Janssen Vaccines & Prevention B.V","north west","Adults","115","0","252","367"
"Janssen Vaccines & Prevention B.V","western cape","Adults","41","0","27","68"
"Pfizer","eastern cape","12-17 Years","71","18","0","89"
"Pfizer","eastern cape","Adults","23","40","129","192"
"Pfizer","free state","12-17 Years","8","10","0","18"
"Pfizer","free state","Adults","7","9","23","39"
"Pfizer","gauteng","12-17 Years","90","115","0","205"
"Pfizer","gauteng","Adults","313","422","466","1201"
"Pfizer","kwazulu-natal","12-17 Years","41","65","0","106"
"Pfizer","kwazulu-natal","Adults","171","233","228","632"
"Pfizer","limpopo","12-17 Years","95","35","0","130"
"Pfizer","limpopo","Adults","58","75","40","173"
"Pfizer","mpumalanga","12-17 Years","18","12","0","30"
"Pfizer","mpumalanga","Adults","33","78","72","183"
"Pfizer","northern cape","12-17 Years","5","3","0","8"
"Pfizer","northern cape","Adults","16","15","16","47"
"Pfizer","north west","12-17 Years","30","37","0","67"
"Pfizer","north west","Adults","99","101","103","303"
"Pfizer","western cape","12-17 Years","32","51","0","83"
"Pfizer","western cape","Adults","46","96","159","301"
