"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","54"
"Janssen Vaccines & Prevention B.V","free state","Adults","7"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","172"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","133"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","12"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","73"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","115"
"Janssen Vaccines & Prevention B.V","western cape","Adults","41"
"Pfizer","eastern cape","12-17 Years","18"
"Pfizer","eastern cape","Adults","40"
"Pfizer","free state","12-17 Years","10"
"Pfizer","free state","Adults","9"
"Pfizer","gauteng","12-17 Years","115"
"Pfizer","gauteng","Adults","422"
"Pfizer","kwazulu-natal","12-17 Years","65"
"Pfizer","kwazulu-natal","Adults","233"
"Pfizer","limpopo","12-17 Years","35"
"Pfizer","limpopo","Adults","75"
"Pfizer","mpumalanga","12-17 Years","12"
"Pfizer","mpumalanga","Adults","78"
"Pfizer","northern cape","12-17 Years","3"
"Pfizer","northern cape","Adults","15"
"Pfizer","north west","12-17 Years","37"
"Pfizer","north west","Adults","101"
"Pfizer","western cape","12-17 Years","51"
"Pfizer","western cape","Adults","96"
