"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14400","5567","19967"
"National","eastern cape","Amathole DM","Public Health","Male","12380","4567","16947"
"National","eastern cape","A Nzo DM","Public Health","Female","32629","17627","50256"
"National","eastern cape","A Nzo DM","Public Health","Male","28985","13763","42748"
"National","eastern cape","Buffalo City MM","Private Health","Female","2761","1131","3892"
"National","eastern cape","Buffalo City MM","Private Health","Male","2259","872","3131"
"National","eastern cape","Buffalo City MM","Public Health","Female","16335","9478","25813"
"National","eastern cape","Buffalo City MM","Public Health","Male","12991","6716","19707"
"National","eastern cape","C Hani DM","Private Health","Female","217","105","322"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13570","3575","17145"
"National","eastern cape","C Hani DM","Public Health","Male","10950","2613","13563"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","357","1000"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","479","215","694"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7734","2695","10429"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6898","2176","9074"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3969","2002","5971"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3598","1678","5276"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15628","6437","22065"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12192","4576","16768"
"National","eastern cape","O Tambo DM","Private Health","Female","300","116","416"
"National","eastern cape","O Tambo DM","Private Health","Male","238","111","349"
"National","eastern cape","O Tambo DM","Public Health","Female","43363","17050","60413"
"National","eastern cape","O Tambo DM","Public Health","Male","36582","12807","49389"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1531","1059","2590"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1333","802","2135"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9504","5329","14833"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7990","3985","11975"
"National","free state","Fezile Dabi DM","Private Health","Female","467","338","805"
"National","free state","Fezile Dabi DM","Private Health","Male","436","275","711"
"National","free state","Fezile Dabi DM","Public Health","Female","12981","4978","17959"
"National","free state","Fezile Dabi DM","Public Health","Male","10667","3615","14282"
"National","free state","Lejweleputswa DM","Private Health","Female","3666","1415","5081"
"National","free state","Lejweleputswa DM","Private Health","Male","2940","1074","4014"
"National","free state","Lejweleputswa DM","Public Health","Female","13854","5221","19075"
"National","free state","Lejweleputswa DM","Public Health","Male","11901","3702","15603"
"National","free state","Mangaung MM","Private Health","Female","2916","1990","4906"
"National","free state","Mangaung MM","Private Health","Male","2410","1522","3932"
"National","free state","Mangaung MM","Public Health","Female","23049","13718","36767"
"National","free state","Mangaung MM","Public Health","Male","20628","11110","31738"
"National","free state","T Mofutsanyana DM","Private Health","Female","1799","1106","2905"
"National","free state","T Mofutsanyana DM","Private Health","Male","1551","899","2450"
"National","free state","T Mofutsanyana DM","Public Health","Female","26374","15257","41631"
"National","free state","T Mofutsanyana DM","Public Health","Male","22695","11546","34241"
"National","free state","Xhariep DM","Public Health","Female","4177","1179","5356"
"National","free state","Xhariep DM","Public Health","Male","3431","806","4237"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10549","6437","16986"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9735","5523","15258"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40180","15150","55330"
"National","gauteng","Ekurhuleni MM","Public Health","Male","31935","11121","43056"
"National","gauteng","Johannesburg MM","Private Health","Female","24796","13422","38218"
"National","gauteng","Johannesburg MM","Private Health","Male","22696","11713","34409"
"National","gauteng","Johannesburg MM","Public Health","Female","45561","16659","62220"
"National","gauteng","Johannesburg MM","Public Health","Male","37022","13077","50099"
"National","gauteng","Sedibeng DM","Private Health","Female","1556","989","2545"
"National","gauteng","Sedibeng DM","Private Health","Male","1382","667","2049"
"National","gauteng","Sedibeng DM","Public Health","Female","13510","5785","19295"
"National","gauteng","Sedibeng DM","Public Health","Male","10695","4485","15180"
"National","gauteng","Tshwane MM","Private Health","Female","11166","6457","17623"
"National","gauteng","Tshwane MM","Private Health","Male","10673","5882","16555"
"National","gauteng","Tshwane MM","Public Health","Female","39432","18512","57944"
"National","gauteng","Tshwane MM","Public Health","Male","30616","13094","43710"
"National","gauteng","West Rand DM","Private Health","Female","2126","1477","3603"
"National","gauteng","West Rand DM","Private Health","Male","1776","1205","2981"
"National","gauteng","West Rand DM","Public Health","Female","17192","8714","25906"
"National","gauteng","West Rand DM","Public Health","Male","14092","6537","20629"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","207","70","277"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","177","53","230"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6415","2787","9202"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4163","1739","5902"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11468","6767","18235"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10720","6016","16736"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14308","5516","19824"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11655","4422","16077"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","343","157","500"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","332","130","462"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12787","7671","20458"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10028","5578","15606"
"National","kwazulu-natal","iLembe DM","Private Health","Female","525","318","843"
"National","kwazulu-natal","iLembe DM","Private Health","Male","469","274","743"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8168","4064","12232"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4833","2180","7013"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","318","127","445"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","300","89","389"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12125","4970","17095"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7915","3039","10954"
"National","kwazulu-natal","Ugu DM","Private Health","Female","868","539","1407"
"National","kwazulu-natal","Ugu DM","Private Health","Male","696","411","1107"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12132","5061","17193"
