"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","89","0","93","182"
"Janssen Vaccines & Prevention B.V","free state","Adults","38","0","88","126"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","399","0","162","561"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","138","0","114","252"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","146","0","184","330"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","109","0","177","286"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","31","0","36","67"
"Janssen Vaccines & Prevention B.V","north west","Adults","55","0","97","152"
"Janssen Vaccines & Prevention B.V","western cape","Adults","85","0","54","139"
"Pfizer","eastern cape","12-17 Years","561","362","0","923"
"Pfizer","eastern cape","Adults","167","238","265","670"
"Pfizer","free state","12-17 Years","3","97","0","100"
"Pfizer","free state","Adults","27","54","83","164"
"Pfizer","gauteng","12-17 Years","89","51","0","140"
"Pfizer","gauteng","Adults","298","286","280","864"
"Pfizer","kwazulu-natal","12-17 Years","26","37","0","63"
"Pfizer","kwazulu-natal","Adults","156","150","132","438"
"Pfizer","limpopo","12-17 Years","235","163","0","398"
"Pfizer","limpopo","Adults","103","132","183","418"
"Pfizer","mpumalanga","12-17 Years","148","87","0","235"
"Pfizer","mpumalanga","Adults","91","112","44","247"
"Pfizer","northern cape","12-17 Years","67","42","0","109"
"Pfizer","northern cape","Adults","36","37","16","89"
"Pfizer","north west","12-17 Years","37","17","0","54"
"Pfizer","north west","Adults","57","63","75","195"
"Pfizer","western cape","12-17 Years","66","102","0","168"
"Pfizer","western cape","Adults","83","78","93","254"
