"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","89"
"Janssen Vaccines & Prevention B.V","free state","Adults","38"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","399"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","138"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","146"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","109"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","31"
"Janssen Vaccines & Prevention B.V","north west","Adults","55"
"Janssen Vaccines & Prevention B.V","western cape","Adults","85"
"Pfizer","eastern cape","12-17 Years","362"
"Pfizer","eastern cape","Adults","238"
"Pfizer","free state","12-17 Years","97"
"Pfizer","free state","Adults","54"
"Pfizer","gauteng","12-17 Years","51"
"Pfizer","gauteng","Adults","286"
"Pfizer","kwazulu-natal","12-17 Years","37"
"Pfizer","kwazulu-natal","Adults","150"
"Pfizer","limpopo","12-17 Years","163"
"Pfizer","limpopo","Adults","132"
"Pfizer","mpumalanga","12-17 Years","87"
"Pfizer","mpumalanga","Adults","112"
"Pfizer","northern cape","12-17 Years","42"
"Pfizer","northern cape","Adults","37"
"Pfizer","north west","12-17 Years","17"
"Pfizer","north west","Adults","63"
"Pfizer","western cape","12-17 Years","102"
"Pfizer","western cape","Adults","78"
