"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","862110","0","153448","1015558"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464834","0","94964","559798"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1430525","0","211933","1642458"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1162628","0","183345","1345973"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1055503","0","157259","1212762"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","816642","0","130748","947390"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208345","0","35162","243507"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694792","0","115996","810788"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","662731","0","112629","775360"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137588","0","65388","202976"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21927","0","7152","29079"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23481","0","8966","32447"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1363631","1147903","254180","2765714"
"Pfizer","National","eastern cape","12-17 Years","299165","123903","0","423068"
"Pfizer","National","free state","12-17 Years","168598","80489","0","249087"
"Pfizer","National","free state","Adults","685262","602167","144758","1432187"
"Pfizer","National","gauteng","12-17 Years","382229","168597","19","550845"
"Pfizer","National","gauteng","Adults","3950389","3424052","689529","8063970"
"Pfizer","National","kwazulu-natal","Adults","2011600","1673827","339799","4025226"
"Pfizer","National","kwazulu-natal","12-17 Years","290481","132751","12","423244"
"Pfizer","National","limpopo","Adults","1061522","890305","179935","2131762"
"Pfizer","National","limpopo","12-17 Years","290062","101426","2","391490"
"Pfizer","National","mpumalanga","12-17 Years","148165","55328","0","203493"
"Pfizer","National","mpumalanga","Adults","586209","482354","109625","1178188"
"Pfizer","National","northern cape","12-17 Years","36669","15542","0","52211"
"Pfizer","National","northern cape","Adults","229913","196180","37200","463293"
"Pfizer","National","north west","12-17 Years","149262","52350","4","201616"
"Pfizer","National","north west","Adults","631532","545274","114342","1291148"
"Pfizer","National","western cape","12-17 Years","130344","54726","3","185073"
"Pfizer","National","western cape","Adults","2136303","1876180","494208","4506691"
