"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","10","0","30","40"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","21","0","8","29"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","43","0","51","94"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","5","0","5","10"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","14","0","3","17"
"Janssen Vaccines & Prevention B.V","north west","Adults","34","0","107","141"
"Janssen Vaccines & Prevention B.V","western cape","Adults","2","0","2","4"
"Pfizer","eastern cape","12-17 Years","1","2","0","3"
"Pfizer","eastern cape","Adults","9","5","10","24"
"Pfizer","gauteng","12-17 Years","5","12","0","17"
"Pfizer","gauteng","Adults","18","40","50","108"
"Pfizer","kwazulu-natal","12-17 Years","10","12","0","22"
"Pfizer","kwazulu-natal","Adults","32","54","54","140"
"Pfizer","limpopo","12-17 Years","5","2","0","7"
"Pfizer","limpopo","Adults","10","7","9","26"
"Pfizer","mpumalanga","12-17 Years","2","2","0","4"
"Pfizer","mpumalanga","Adults","1","5","6","12"
"Pfizer","north west","12-17 Years","4","11","0","15"
"Pfizer","north west","Adults","15","86","76","177"
"Pfizer","western cape","12-17 Years","0","1","0","1"
"Pfizer","western cape","Adults","0","2","14","16"
