"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","10"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","21"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","43"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","5"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","14"
"Janssen Vaccines & Prevention B.V","north west","Adults","34"
"Janssen Vaccines & Prevention B.V","western cape","Adults","2"
"Pfizer","eastern cape","12-17 Years","2"
"Pfizer","eastern cape","Adults","5"
"Pfizer","gauteng","12-17 Years","12"
"Pfizer","gauteng","Adults","40"
"Pfizer","kwazulu-natal","12-17 Years","12"
"Pfizer","kwazulu-natal","Adults","54"
"Pfizer","limpopo","12-17 Years","2"
"Pfizer","limpopo","Adults","7"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","5"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","86"
"Pfizer","western cape","12-17 Years","1"
"Pfizer","western cape","Adults","2"
