"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914154"
"Janssen Vaccines & Prevention B.V","free state","Adults","485684"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1536062"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1234460"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076049"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","820424"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214442"
"Janssen Vaccines & Prevention B.V","north west","Adults","711673"
"Janssen Vaccines & Prevention B.V","western cape","Adults","747996"
"Pfizer","eastern cape","12-17 Years","95363"
"Pfizer","eastern cape","Adults","1118839"
"Pfizer","free state","12-17 Years","77667"
"Pfizer","free state","Adults","588450"
"Pfizer","gauteng","12-17 Years","169774"
"Pfizer","gauteng","Adults","3373732"
"Pfizer","kwazulu-natal","12-17 Years","120839"
"Pfizer","kwazulu-natal","Adults","1636803"
"Pfizer","limpopo","12-17 Years","91697"
"Pfizer","limpopo","Adults","873054"
"Pfizer","mpumalanga","12-17 Years","46324"
"Pfizer","mpumalanga","Adults","468492"
"Pfizer","northern cape","12-17 Years","11673"
"Pfizer","northern cape","Adults","192199"
"Pfizer","north west","12-17 Years","52511"
"Pfizer","north west","Adults","536989"
"Pfizer","western cape","12-17 Years","52447"
"Pfizer","western cape","Adults","1857049"
