"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","173"
"Janssen Vaccines & Prevention B.V","free state","Adults","31"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","428"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","162"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","114"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","98"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","82"
"Janssen Vaccines & Prevention B.V","western cape","Adults","115"
"Pfizer","eastern cape","12-17 Years","275"
"Pfizer","eastern cape","Adults","384"
"Pfizer","free state","12-17 Years","19"
"Pfizer","free state","Adults","61"
"Pfizer","gauteng","12-17 Years","47"
"Pfizer","gauteng","Adults","379"
"Pfizer","kwazulu-natal","12-17 Years","46"
"Pfizer","kwazulu-natal","Adults","138"
"Pfizer","limpopo","12-17 Years","52"
"Pfizer","limpopo","Adults","142"
"Pfizer","mpumalanga","12-17 Years","31"
"Pfizer","mpumalanga","Adults","120"
"Pfizer","northern cape","12-17 Years","85"
"Pfizer","northern cape","Adults","38"
"Pfizer","north west","12-17 Years","34"
"Pfizer","north west","Adults","88"
"Pfizer","western cape","12-17 Years","7"
"Pfizer","western cape","Adults","118"
