"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","173","0","214","387"
"Janssen Vaccines & Prevention B.V","free state","Adults","31","0","74","105"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","428","0","256","684"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","162","0","98","260"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","114","0","173","287"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","98","0","159","257"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16","0","27","43"
"Janssen Vaccines & Prevention B.V","north west","Adults","82","0","142","224"
"Janssen Vaccines & Prevention B.V","western cape","Adults","115","0","68","183"
"Pfizer","eastern cape","12-17 Years","174","275","0","449"
"Pfizer","eastern cape","Adults","301","384","463","1148"
"Pfizer","free state","12-17 Years","28","19","0","47"
"Pfizer","free state","Adults","47","61","101","209"
"Pfizer","gauteng","12-17 Years","143","47","0","190"
"Pfizer","gauteng","Adults","339","379","388","1106"
"Pfizer","kwazulu-natal","12-17 Years","23","46","0","69"
"Pfizer","kwazulu-natal","Adults","100","138","93","331"
"Pfizer","limpopo","12-17 Years","203","52","0","255"
"Pfizer","limpopo","Adults","126","142","162","430"
"Pfizer","mpumalanga","12-17 Years","10","31","1","42"
"Pfizer","mpumalanga","Adults","44","120","54","218"
"Pfizer","northern cape","12-17 Years","25","85","0","110"
"Pfizer","northern cape","Adults","31","38","45","114"
"Pfizer","north west","12-17 Years","18","34","0","52"
"Pfizer","north west","Adults","60","88","88","236"
"Pfizer","western cape","12-17 Years","16","7","0","23"
"Pfizer","western cape","Adults","106","118","156","380"
