"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","906949"
"Janssen Vaccines & Prevention B.V","free state","Adults","482167"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1517720"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1219741"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1069456"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","807195"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212366"
"Janssen Vaccines & Prevention B.V","north west","Adults","707292"
"Janssen Vaccines & Prevention B.V","western cape","Adults","742723"
"Pfizer","eastern cape","12-17 Years","88992"
"Pfizer","eastern cape","Adults","1106181"
"Pfizer","free state","12-17 Years","74844"
"Pfizer","free state","Adults","581542"
"Pfizer","gauteng","12-17 Years","163375"
"Pfizer","gauteng","Adults","3343434"
"Pfizer","kwazulu-natal","12-17 Years","111535"
"Pfizer","kwazulu-natal","Adults","1613311"
"Pfizer","limpopo","12-17 Years","85155"
"Pfizer","limpopo","Adults","864300"
"Pfizer","mpumalanga","12-17 Years","43201"
"Pfizer","mpumalanga","Adults","460709"
"Pfizer","northern cape","12-17 Years","10405"
"Pfizer","northern cape","Adults","189505"
"Pfizer","north west","12-17 Years","50617"
"Pfizer","north west","Adults","531248"
"Pfizer","western cape","12-17 Years","50855"
"Pfizer","western cape","Adults","1845988"
