"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","911846"
"Janssen Vaccines & Prevention B.V","free state","Adults","484473"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1529435"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1229516"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1074430"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","815876"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213453"
"Janssen Vaccines & Prevention B.V","north west","Adults","710161"
"Janssen Vaccines & Prevention B.V","western cape","Adults","746237"
"Pfizer","eastern cape","12-17 Years","94789"
"Pfizer","eastern cape","Adults","1113974"
"Pfizer","free state","12-17 Years","77145"
"Pfizer","free state","Adults","585817"
"Pfizer","gauteng","12-17 Years","168501"
"Pfizer","gauteng","Adults","3362347"
"Pfizer","kwazulu-natal","12-17 Years","119380"
"Pfizer","kwazulu-natal","Adults","1628092"
"Pfizer","limpopo","12-17 Years","90951"
"Pfizer","limpopo","Adults","869982"
"Pfizer","mpumalanga","12-17 Years","45972"
"Pfizer","mpumalanga","Adults","465318"
"Pfizer","northern cape","12-17 Years","11314"
"Pfizer","northern cape","Adults","190842"
"Pfizer","north west","12-17 Years","52244"
"Pfizer","north west","Adults","534968"
"Pfizer","western cape","12-17 Years","52097"
"Pfizer","western cape","Adults","1852832"
