"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10602","5108","15710"
"National","eastern cape","Private Health","Male","8929","3936","12865"
"National","eastern cape","Public Health","Female","144506","50497","195003"
"National","eastern cape","Public Health","Male","118361","35248","153609"
"National","free state","Private Health","Female","9215","4537","13752"
"National","free state","Private Health","Male","7545","3449","10994"
"National","free state","Public Health","Female","84148","39587","123735"
"National","free state","Public Health","Male","71864","29572","101436"
"National","gauteng","Private Health","Female","53912","29909","83821"
"National","gauteng","Private Health","Male","49513","25603","75116"
"National","gauteng","Public Health","Female","164013","65263","229276"
"National","gauteng","Public Health","Male","129409","47726","177135"
"National","kwazulu-natal","Private Health","Female","17355","9683","27038"
"National","kwazulu-natal","Private Health","Male","15683","8232","23915"
"National","kwazulu-natal","Public Health","Female","155919","63006","218925"
"National","kwazulu-natal","Public Health","Male","106127","38459","144586"
"National","limpopo","Private Health","Female","11879","5127","17006"
"National","limpopo","Private Health","Male","9232","3575","12807"
"National","limpopo","Public Health","Female","141355","47049","188404"
"National","limpopo","Public Health","Male","122722","35200","157922"
"National","mpumalanga","Private Health","Female","4049","1710","5759"
"National","mpumalanga","Private Health","Male","3528","1490","5018"
"National","mpumalanga","Public Health","Female","75520","25196","100716"
"National","mpumalanga","Public Health","Male","62773","17576","80349"
"National","northern cape","Private Health","Female","2151","1056","3207"
"National","northern cape","Private Health","Male","1976","797","2773"
"National","northern cape","Public Health","Female","16978","5439","22417"
"National","northern cape","Public Health","Male","13295","4022","17317"
"National","north west","Private Health","Female","5284","2440","7724"
"National","north west","Private Health","Male","4762","2027","6789"
"National","north west","Public Health","Female","79294","27777","107071"
"National","north west","Public Health","Male","65635","20000","85635"
"National","western cape","Private Health","Female","23730","12551","36281"
"National","western cape","Private Health","Male","21349","10866","32215"
"National","western cape","Public Health","Female","47411","15787","63198"
"National","western cape","Public Health","Male","39441","12893","52334"
