"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","97","0","183","280"
"Janssen Vaccines & Prevention B.V","free state","Adults","36","0","108","144"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","276","0","180","456"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","113","0","115","228"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","83","0","215","298"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","118","0","130","248"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16","0","8","24"
"Janssen Vaccines & Prevention B.V","north west","Adults","66","0","113","179"
"Janssen Vaccines & Prevention B.V","western cape","Adults","87","0","67","154"
"Pfizer","eastern cape","12-17 Years","511","603","0","1114"
"Pfizer","eastern cape","Adults","174","263","382","819"
"Pfizer","free state","12-17 Years","22","29","0","51"
"Pfizer","free state","Adults","53","95","176","324"
"Pfizer","gauteng","12-17 Years","50","73","0","123"
"Pfizer","gauteng","Adults","291","308","323","922"
"Pfizer","kwazulu-natal","12-17 Years","30","53","0","83"
"Pfizer","kwazulu-natal","Adults","152","202","188","542"
"Pfizer","limpopo","12-17 Years","260","203","0","463"
"Pfizer","limpopo","Adults","87","100","107","294"
"Pfizer","mpumalanga","12-17 Years","91","177","0","268"
"Pfizer","mpumalanga","Adults","80","69","65","214"
"Pfizer","northern cape","12-17 Years","50","50","0","100"
"Pfizer","northern cape","Adults","9","8","7","24"
"Pfizer","north west","12-17 Years","12","33","0","45"
"Pfizer","north west","Adults","34","31","38","103"
"Pfizer","western cape","12-17 Years","15","60","0","75"
"Pfizer","western cape","Adults","106","138","162","406"
