"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","97"
"Janssen Vaccines & Prevention B.V","free state","Adults","36"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","276"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","113"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","83"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","118"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","66"
"Janssen Vaccines & Prevention B.V","western cape","Adults","87"
"Pfizer","eastern cape","12-17 Years","603"
"Pfizer","eastern cape","Adults","263"
"Pfizer","free state","12-17 Years","29"
"Pfizer","free state","Adults","95"
"Pfizer","gauteng","12-17 Years","73"
"Pfizer","gauteng","Adults","308"
"Pfizer","kwazulu-natal","12-17 Years","53"
"Pfizer","kwazulu-natal","Adults","202"
"Pfizer","limpopo","12-17 Years","203"
"Pfizer","limpopo","Adults","100"
"Pfizer","mpumalanga","12-17 Years","177"
"Pfizer","mpumalanga","Adults","69"
"Pfizer","northern cape","12-17 Years","50"
"Pfizer","northern cape","Adults","8"
"Pfizer","north west","12-17 Years","33"
"Pfizer","north west","Adults","31"
"Pfizer","western cape","12-17 Years","60"
"Pfizer","western cape","Adults","138"
