"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","845125","0","122037","967162"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","457298","0","76242","533540"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1378047","0","178967","1557014"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1123629","0","150135","1273764"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1034010","0","124134","1158144"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","783848","0","97473","881321"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","202623","0","25108","227731"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","683242","0","98149","781391"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","647322","0","98655","745977"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60860","0","24220","85080"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24390","0","12199","36589"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137341","0","65377","202718"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94480","0","40021","134501"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34181","0","17016","51197"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21897","0","7150","29047"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23465","0","8964","32429"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94604","0","61528","156132"
"Pfizer","National","eastern cape","Adults","1318339","1104543","197823","2620705"
"Pfizer","National","eastern cape","12-17 Years","277026","86665","0","363691"
"Pfizer","National","free state","12-17 Years","171732","74253","0","245985"
"Pfizer","National","free state","Adults","663887","580683","119560","1364130"
"Pfizer","National","gauteng","12-17 Years","391742","162607","7","554356"
"Pfizer","National","gauteng","Adults","3865121","3340063","615653","7820837"
"Pfizer","National","kwazulu-natal","Adults","1943874","1610401","292995","3847270"
"Pfizer","National","kwazulu-natal","12-17 Years","282753","109258","6","392017"
"Pfizer","National","limpopo","Adults","1027233","863095","152991","2043319"
"Pfizer","National","limpopo","12-17 Years","269366","83701","0","353067"
"Pfizer","National","mpumalanga","12-17 Years","142562","42446","0","185008"
"Pfizer","National","mpumalanga","Adults","560435","459964","87606","1108005"
"Pfizer","National","northern cape","12-17 Years","32785","10223","0","43008"
"Pfizer","National","northern cape","Adults","221414","189191","29579","440184"
"Pfizer","National","north west","12-17 Years","153435","49947","2","203384"
"Pfizer","National","north west","Adults","613645","530605","99869","1244119"
"Pfizer","National","western cape","12-17 Years","131077","50736","1","181814"
"Pfizer","National","western cape","Adults","2104288","1844615","450506","4399409"
